probe_id	chr	pos	cpg_idx	feature_id
cg09493505	chr7	49813647	180	cg09493505_cpg180
cg09493505	chr7	49813650	181	cg09493505_cpg181
cg09493505	chr7	49813651	182	cg09493505_cpg182
cg09493505	chr7	49813653	183	cg09493505_cpg183
cg09493505	chr7	49813654	184	cg09493505_cpg184
cg09493505	chr7	49813667	185	cg09493505_cpg185
cg09493505	chr7	49813668	186	cg09493505_cpg186
cg09493505	chr7	49813671	187	cg09493505_cpg187
cg09493505	chr7	49813672	188	cg09493505_cpg188
cg09493505	chr7	49813676	189	cg09493505_cpg189
cg09493505	chr7	49813677	190	cg09493505_cpg190
cg09493505	chr7	49813682	191	cg09493505_cpg191
cg09493505	chr7	49813683	192	cg09493505_cpg192
cg09493505	chr7	49813685	193	cg09493505_cpg193
cg09493505	chr7	49813686	194	cg09493505_cpg194
cg09493505	chr7	49813689	195	cg09493505_cpg195
cg09493505	chr7	49813690	196	cg09493505_cpg196
cg09493505	chr7	49813691	197	cg09493505_cpg197
cg09493505	chr7	49813694	198	cg09493505_cpg198
cg09493505	chr7	49813695	199	cg09493505_cpg199
cg09493505	chr7	49813696	200	cg09493505_cpg200
cg09493505	chr7	49813697	201	cg09493505_cpg201
cg09493505	chr7	49813703	202	cg09493505_cpg202
cg09493505	chr7	49813704	203	cg09493505_cpg203
cg09493505	chr7	49813724	204	cg09493505_cpg204
cg09493505	chr7	49813725	205	cg09493505_cpg205
cg09493505	chr7	49813727	206	cg09493505_cpg206
cg09493505	chr7	49813728	207	cg09493505_cpg207
cg09493505	chr7	49813763	208	cg09493505_cpg208
cg09493505	chr7	49813764	209	cg09493505_cpg209
cg09493505	chr7	49813765	210	cg09493505_cpg210
cg09493505	chr7	49813766	211	cg09493505_cpg211
cg09493505	chr7	49813767	212	cg09493505_cpg212
cg09493505	chr7	49813768	213	cg09493505_cpg213
cg09493505	chr7	49813771	214	cg09493505_cpg214
cg09493505	chr7	49813772	215	cg09493505_cpg215
cg09493505	chr7	49813775	216	cg09493505_cpg216
cg09493505	chr7	49813776	217	cg09493505_cpg217
cg09493505	chr7	49813777	218	cg09493505_cpg218
cg09493505	chr7	49813778	219	cg09493505_cpg219
cg09493505	chr7	49813796	220	cg09493505_cpg220
cg09493505	chr7	49813797	221	cg09493505_cpg221
cg09493505	chr7	49813809	222	cg09493505_cpg222
cg09493505	chr7	49813810	223	cg09493505_cpg223
cg09493505	chr7	49813811	224	cg09493505_cpg224
cg09493505	chr7	49813827	225	cg09493505_cpg225
cg09493505	chr7	49813828	226	cg09493505_cpg226
cg09493505	chr7	49813849	227	cg09493505_cpg227
cg09493505	chr7	49813850	228	cg09493505_cpg228
cg09493505	chr7	49813854	229	cg09493505_cpg229
cg09493505	chr7	49813855	230	cg09493505_cpg230
cg09493505	chr7	49813870	231	cg09493505_cpg231
cg09493505	chr7	49813871	232	cg09493505_cpg232
cg09493505	chr7	49813880	233	cg09493505_cpg233
cg09493505	chr7	49813881	234	cg09493505_cpg234
cg09493505	chr7	49813901	235	cg09493505_cpg235
cg09493505	chr7	49813902	236	cg09493505_cpg236
cg09493505	chr7	49813907	237	cg09493505_cpg237
cg09493505	chr7	49813908	238	cg09493505_cpg238
cg09493505	chr7	49813911	239	cg09493505_cpg239
cg09493505	chr7	49813912	240	cg09493505_cpg240
cg09493505	chr7	49813922	241	cg09493505_cpg241
cg09493505	chr7	49813951	242	cg09493505_cpg242
cg09493505	chr7	49813952	243	cg09493505_cpg243
cg09493505	chr7	49813956	244	cg09493505_cpg244
cg09493505	chr7	49813957	245	cg09493505_cpg245
cg09493505	chr7	49813963	246	cg09493505_cpg246
cg09493505	chr7	49813964	247	cg09493505_cpg247
cg09493505	chr7	49813976	248	cg09493505_cpg248
cg09493505	chr7	49813977	249	cg09493505_cpg249
cg09493505	chr7	49813980	250	cg09493505_cpg250
cg09493505	chr7	49813981	251	cg09493505_cpg251
cg09493505	chr7	49813992	252	cg09493505_cpg252
cg09493505	chr7	49813993	253	cg09493505_cpg253
cg09493505	chr7	49813994	254	cg09493505_cpg254
cg09493505	chr7	49814011	255	cg09493505_cpg255
cg09493505	chr7	49814012	256	cg09493505_cpg256
cg09493505	chr7	49814021	257	cg09493505_cpg257
cg09493505	chr7	49814022	258	cg09493505_cpg258
cg09493505	chr7	49814024	259	cg09493505_cpg259
cg09493505	chr7	49814025	260	cg09493505_cpg260
cg09493505	chr7	49814029	261	cg09493505_cpg261
cg09493505	chr7	49814030	262	cg09493505_cpg262
cg09493505	chr7	49814052	263	cg09493505_cpg263
cg09493505	chr7	49814053	264	cg09493505_cpg264
cg09493505	chr7	49814084	265	cg09493505_cpg265
cg09493505	chr7	49814085	266	cg09493505_cpg266
cg09493505	chr7	49814094	267	cg09493505_cpg267
cg09493505	chr7	49814095	268	cg09493505_cpg268
cg09493505	chr7	49814109	269	cg09493505_cpg269
cg09493505	chr7	49814110	270	cg09493505_cpg270
cg09493505	chr7	49814111	271	cg09493505_cpg271
cg09493505	chr7	49814112	272	cg09493505_cpg272
cg09493505	chr7	49814122	273	cg09493505_cpg273
cg09493505	chr7	49814123	274	cg09493505_cpg274
cg09493505	chr7	49814143	275	cg09493505_cpg275
cg09493505	chr7	49814144	276	cg09493505_cpg276
cg09493505	chr7	49814167	277	cg09493505_cpg277
cg09493505	chr7	49814168	278	cg09493505_cpg278
cg09493505	chr7	49814171	279	cg09493505_cpg279
cg09493505	chr7	49814172	280	cg09493505_cpg280
cg09493505	chr7	49814182	281	cg09493505_cpg281
cg09493505	chr7	49814183	282	cg09493505_cpg282
cg09493505	chr7	49814208	283	cg09493505_cpg283
cg09493505	chr7	49814209	284	cg09493505_cpg284
cg09493505	chr7	49814213	285	cg09493505_cpg285
cg09493505	chr7	49814214	286	cg09493505_cpg286
cg09493505	chr7	49814217	287	cg09493505_cpg287
cg09493505	chr7	49814218	288	cg09493505_cpg288
cg09493505	chr7	49814220	289	cg09493505_cpg289
cg09493505	chr7	49814221	290	cg09493505_cpg290
cg09493505	chr7	49814239	291	cg09493505_cpg291
cg09493505	chr7	49814240	292	cg09493505_cpg292
cg09493505	chr7	49814241	293	cg09493505_cpg293
cg09493505	chr7	49814247	294	cg09493505_cpg294
cg09493505	chr7	49814248	295	cg09493505_cpg295
cg09493505	chr7	49814252	296	cg09493505_cpg296
cg09493505	chr7	49814253	297	cg09493505_cpg297
cg09493505	chr7	49814272	298	cg09493505_cpg298
cg09493505	chr7	49814273	299	cg09493505_cpg299
cg09493505	chr7	49814282	300	cg09493505_cpg300
cg09493505	chr7	49814283	301	cg09493505_cpg301
cg09493505	chr7	49814287	302	cg09493505_cpg302
cg09493505	chr7	49814288	303	cg09493505_cpg303
cg09493505	chr7	49814306	304	cg09493505_cpg304
cg09493505	chr7	49814307	305	cg09493505_cpg305
cg09493505	chr7	49814327	306	cg09493505_cpg306
cg09493505	chr7	49814328	307	cg09493505_cpg307
cg09493505	chr7	49814341	308	cg09493505_cpg308
cg09493505	chr7	49814342	309	cg09493505_cpg309
cg09493505	chr7	49814343	310	cg09493505_cpg310
cg09493505	chr7	49814344	311	cg09493505_cpg311
cg09493505	chr7	49814352	312	cg09493505_cpg312
cg09493505	chr7	49814353	313	cg09493505_cpg313
cg09493505	chr7	49814362	314	cg09493505_cpg314
cg09493505	chr7	49814363	315	cg09493505_cpg315
cg09493505	chr7	49814367	316	cg09493505_cpg316
cg09493505	chr7	49814368	317	cg09493505_cpg317
cg09493505	chr7	49814400	318	cg09493505_cpg318
cg09493505	chr7	49814401	319	cg09493505_cpg319
cg09493505	chr7	49814435	320	cg09493505_cpg320
cg09493505	chr7	49814436	321	cg09493505_cpg321
cg09493505	chr7	49814502	322	cg09493505_cpg322
cg09493505	chr7	49814503	323	cg09493505_cpg323
cg09493505	chr7	49814506	324	cg09493505_cpg324
cg09493505	chr7	49814507	325	cg09493505_cpg325
cg09493505	chr7	49814547	326	cg09493505_cpg326
cg09493505	chr7	49814548	327	cg09493505_cpg327
cg09493505	chr7	49814597	328	cg09493505_cpg328
cg09493505	chr7	49814598	329	cg09493505_cpg329
cg09493505	chr7	49814621	330	cg09493505_cpg330
cg09493505	chr7	49814627	331	cg09493505_cpg331
cg09493505	chr7	49814628	332	cg09493505_cpg332
cg09493505	chr7	49814629	333	cg09493505_cpg333
cg09493505	chr7	49814630	334	cg09493505_cpg334
cg09493505	chr7	49814640	335	cg09493505_cpg335
cg09493505	chr7	49814641	336	cg09493505_cpg336
cg09493505	chr7	49814645	337	cg09493505_cpg337
cg09493505	chr7	49814646	338	cg09493505_cpg338
cg09493505	chr7	49814659	339	cg09493505_cpg339
cg09493505	chr7	49814660	340	cg09493505_cpg340
cg09493505	chr7	49814666	341	cg09493505_cpg341
cg09493505	chr7	49814667	342	cg09493505_cpg342
cg09493505	chr7	49814694	343	cg09493505_cpg343
cg09493505	chr7	49814695	344	cg09493505_cpg344
cg09493505	chr7	49814711	345	cg09493505_cpg345
cg09493505	chr7	49814712	346	cg09493505_cpg346
cg09493505	chr7	49814714	347	cg09493505_cpg347
cg09493505	chr7	49814715	348	cg09493505_cpg348
cg09493505	chr7	49814718	349	cg09493505_cpg349
cg09493505	chr7	49814719	350	cg09493505_cpg350
cg09493505	chr7	49814724	351	cg09493505_cpg351
cg09493505	chr7	49814725	352	cg09493505_cpg352
cg09493505	chr7	49814737	353	cg09493505_cpg353
cg09493505	chr7	49814738	354	cg09493505_cpg354
cg09493505	chr7	49814751	355	cg09493505_cpg355
cg09493505	chr7	49814752	356	cg09493505_cpg356
cg09493505	chr7	49814781	357	cg09493505_cpg357
cg09493505	chr7	49814782	358	cg09493505_cpg358
cg09493505	chr7	49814785	359	cg09493505_cpg359
cg09493505	chr7	49814786	360	cg09493505_cpg360
cg09493505	chr7	49814792	361	cg09493505_cpg361
cg09493505	chr7	49814793	362	cg09493505_cpg362
cg09493505	chr7	49814795	363	cg09493505_cpg363
cg09493505	chr7	49814796	364	cg09493505_cpg364
cg09493505	chr7	49814813	365	cg09493505_cpg365
cg09493505	chr7	49814814	366	cg09493505_cpg366
cg09493505	chr7	49814819	367	cg09493505_cpg367
cg09493505	chr7	49814820	368	cg09493505_cpg368
cg09493505	chr7	49814822	369	cg09493505_cpg369
cg09493505	chr7	49814823	370	cg09493505_cpg370
cg09493505	chr7	49814831	371	cg09493505_cpg371
cg09493505	chr7	49814832	372	cg09493505_cpg372
cg09493505	chr7	49814850	373	cg09493505_cpg373
cg09493505	chr7	49814851	374	cg09493505_cpg374
cg09493505	chr7	49814857	375	cg09493505_cpg375
cg09493505	chr7	49814858	376	cg09493505_cpg376
cg09493505	chr7	49814868	377	cg09493505_cpg377
cg09493505	chr7	49814869	378	cg09493505_cpg378
cg09493505	chr7	49814870	379	cg09493505_cpg379
cg09493505	chr7	49814871	380	cg09493505_cpg380
cg09493505	chr7	49814873	381	cg09493505_cpg381
cg09493505	chr7	49814874	382	cg09493505_cpg382
cg09493505	chr7	49814878	383	cg09493505_cpg383
cg09493505	chr7	49814879	384	cg09493505_cpg384
cg09493505	chr7	49814883	385	cg09493505_cpg385
cg09493505	chr7	49814884	386	cg09493505_cpg386
cg09493505	chr7	49814885	387	cg09493505_cpg387
cg09493505	chr7	49814886	388	cg09493505_cpg388
cg09493505	chr7	49814887	389	cg09493505_cpg389
cg09493505	chr7	49814888	390	cg09493505_cpg390
cg09493505	chr7	49814889	391	cg09493505_cpg391
cg09493505	chr7	49814890	392	cg09493505_cpg392
cg09493505	chr7	49814894	393	cg09493505_cpg393
cg09493505	chr7	49814895	394	cg09493505_cpg394
cg09493505	chr7	49814896	395	cg09493505_cpg395
cg09493505	chr7	49814897	396	cg09493505_cpg396
cg09493505	chr7	49814924	397	cg09493505_cpg397
cg09493505	chr7	49814925	398	cg09493505_cpg398
cg09493505	chr7	49814932	399	cg09493505_cpg399
cg09493505	chr7	49814933	400	cg09493505_cpg400
cg09493505	chr7	49814935	401	cg09493505_cpg401
cg09493505	chr7	49814936	402	cg09493505_cpg402
cg09493505	chr7	49814942	403	cg09493505_cpg403
cg09493505	chr7	49814943	404	cg09493505_cpg404
cg09493505	chr7	49814949	405	cg09493505_cpg405
cg09493505	chr7	49814950	406	cg09493505_cpg406
cg09493505	chr7	49814952	407	cg09493505_cpg407
cg09493505	chr7	49814953	408	cg09493505_cpg408
cg09493505	chr7	49814955	409	cg09493505_cpg409
cg09493505	chr7	49814956	410	cg09493505_cpg410
cg09493505	chr7	49814957	411	cg09493505_cpg411
cg09493505	chr7	49814958	412	cg09493505_cpg412
cg09493505	chr7	49814963	413	cg09493505_cpg413
cg09493505	chr7	49814964	414	cg09493505_cpg414
cg09493505	chr7	49814976	415	cg09493505_cpg415
cg09493505	chr7	49814977	416	cg09493505_cpg416
cg09493505	chr7	49814981	417	cg09493505_cpg417
cg09493505	chr7	49814982	418	cg09493505_cpg418
cg09493505	chr7	49814988	419	cg09493505_cpg419
cg09493505	chr7	49814989	420	cg09493505_cpg420
cg09493505	chr7	49814992	421	cg09493505_cpg421
cg09493505	chr7	49814993	422	cg09493505_cpg422
cg09493505	chr7	49814994	423	cg09493505_cpg423
cg09493505	chr7	49814995	424	cg09493505_cpg424
cg09493505	chr7	49815001	425	cg09493505_cpg425
cg09493505	chr7	49815002	426	cg09493505_cpg426
cg09493505	chr7	49815005	427	cg09493505_cpg427
cg09493505	chr7	49815006	428	cg09493505_cpg428
cg09493505	chr7	49815009	429	cg09493505_cpg429
cg09493505	chr7	49815010	430	cg09493505_cpg430
cg09493505	chr7	49815013	431	cg09493505_cpg431
cg09493505	chr7	49815014	432	cg09493505_cpg432
cg09493505	chr7	49815016	433	cg09493505_cpg433
cg09493505	chr7	49815017	434	cg09493505_cpg434
cg09493505	chr7	49815021	435	cg09493505_cpg435
cg09493505	chr7	49815022	436	cg09493505_cpg436
cg09493505	chr7	49815048	437	cg09493505_cpg437
cg09493505	chr7	49815049	438	cg09493505_cpg438
cg09493505	chr7	49815061	439	cg09493505_cpg439
cg09493505	chr7	49815062	440	cg09493505_cpg440
cg09493505	chr7	49815063	441	cg09493505_cpg441
cg09493505	chr7	49815064	442	cg09493505_cpg442
cg09493505	chr7	49815117	443	cg09493505_cpg443
cg09493505	chr7	49815118	444	cg09493505_cpg444
cg09493505	chr7	49815126	445	cg09493505_cpg445
cg09493505	chr7	49815127	446	cg09493505_cpg446
cg09493505	chr7	49815159	447	cg09493505_cpg447
cg09493505	chr7	49815160	448	cg09493505_cpg448
cg09493505	chr7	49815166	449	cg09493505_cpg449
cg09493505	chr7	49815173	450	cg09493505_cpg450
cg09493505	chr7	49815174	451	cg09493505_cpg451
cg09493505	chr7	49815181	452	cg09493505_cpg452
cg09493505	chr7	49815182	453	cg09493505_cpg453
cg09493505	chr7	49815188	454	cg09493505_cpg454
cg09493505	chr7	49815189	455	cg09493505_cpg455
cg09493505	chr7	49815193	456	cg09493505_cpg456
cg09493505	chr7	49815194	457	cg09493505_cpg457
cg09493505	chr7	49815198	458	cg09493505_cpg458
cg09493505	chr7	49815199	459	cg09493505_cpg459
cg09493505	chr7	49815203	460	cg09493505_cpg460
cg09493505	chr7	49815204	461	cg09493505_cpg461
cg09493505	chr7	49815211	462	cg09493505_cpg462
cg09493505	chr7	49815212	463	cg09493505_cpg463
cg09493505	chr7	49815217	464	cg09493505_cpg464
cg09493505	chr7	49815218	465	cg09493505_cpg465
cg09493505	chr7	49815221	466	cg09493505_cpg466
cg09493505	chr7	49815222	467	cg09493505_cpg467
cg09493505	chr7	49815225	468	cg09493505_cpg468
cg09493505	chr7	49815226	469	cg09493505_cpg469
cg09493505	chr7	49815228	470	cg09493505_cpg470
cg09493505	chr7	49815229	471	cg09493505_cpg471
cg09493505	chr7	49815235	472	cg09493505_cpg472
cg09493505	chr7	49815236	473	cg09493505_cpg473
cg09493505	chr7	49815241	474	cg09493505_cpg474
cg09493505	chr7	49815242	475	cg09493505_cpg475
cg09493505	chr7	49815247	476	cg09493505_cpg476
cg09493505	chr7	49815248	477	cg09493505_cpg477
cg09493505	chr7	49815251	478	cg09493505_cpg478
cg09493505	chr7	49815252	479	cg09493505_cpg479
cg09493505	chr7	49815271	480	cg09493505_cpg480
cg09493505	chr7	49815272	481	cg09493505_cpg481
cg09493505	chr7	49815275	482	cg09493505_cpg482
cg09493505	chr7	49815276	483	cg09493505_cpg483
cg09493505	chr7	49815283	484	cg09493505_cpg484
cg09493505	chr7	49815284	485	cg09493505_cpg485
cg09493505	chr7	49815286	486	cg09493505_cpg486
cg09493505	chr7	49815287	487	cg09493505_cpg487
cg09493505	chr7	49815290	488	cg09493505_cpg488
cg09493505	chr7	49815291	489	cg09493505_cpg489
cg09493505	chr7	49815297	490	cg09493505_cpg490
cg09493505	chr7	49815298	491	cg09493505_cpg491
cg09493505	chr7	49815334	492	cg09493505_cpg492
cg09493505	chr7	49815335	493	cg09493505_cpg493
cg09493505	chr7	49815340	494	cg09493505_cpg494
cg09493505	chr7	49815341	495	cg09493505_cpg495
cg09493505	chr7	49815349	496	cg09493505_cpg496
cg09493505	chr7	49815350	497	cg09493505_cpg497
cg09493505	chr7	49815365	498	cg09493505_cpg498
cg09493505	chr7	49815366	499	cg09493505_cpg499
cg09493505	chr7	49815371	500	cg09493505_cpg500
cg09493505	chr7	49815372	501	cg09493505_cpg501
cg09493505	chr7	49815373	502	cg09493505_cpg502
cg09493505	chr7	49815374	503	cg09493505_cpg503
cg09493505	chr7	49815384	504	cg09493505_cpg504
cg09493505	chr7	49815385	505	cg09493505_cpg505
cg09493505	chr7	49815390	506	cg09493505_cpg506
cg09493505	chr7	49815391	507	cg09493505_cpg507
cg09493505	chr7	49815403	508	cg09493505_cpg508
cg09493505	chr7	49815404	509	cg09493505_cpg509
cg09493505	chr7	49815409	510	cg09493505_cpg510
cg09493505	chr7	49815410	511	cg09493505_cpg511
cg09493505	chr7	49815418	512	cg09493505_cpg512
cg09493505	chr7	49815419	513	cg09493505_cpg513
cg09493505	chr7	49815420	514	cg09493505_cpg514
cg09493505	chr7	49815421	515	cg09493505_cpg515
cg09493505	chr7	49815429	516	cg09493505_cpg516
cg09493505	chr7	49815430	517	cg09493505_cpg517
cg09493505	chr7	49815436	518	cg09493505_cpg518
cg09493505	chr7	49815437	519	cg09493505_cpg519
cg09493505	chr7	49815438	520	cg09493505_cpg520
cg09493505	chr7	49815439	521	cg09493505_cpg521
cg09493505	chr7	49815444	522	cg09493505_cpg522
cg09493505	chr7	49815445	523	cg09493505_cpg523
cg09493505	chr7	49815448	524	cg09493505_cpg524
cg09493505	chr7	49815449	525	cg09493505_cpg525
cg09493505	chr7	49815457	526	cg09493505_cpg526
cg09493505	chr7	49815458	527	cg09493505_cpg527
cg09493505	chr7	49815466	528	cg09493505_cpg528
cg09493505	chr7	49815467	529	cg09493505_cpg529
cg09493505	chr7	49815474	530	cg09493505_cpg530
cg09493505	chr7	49815475	531	cg09493505_cpg531
cg09493505	chr7	49815482	532	cg09493505_cpg532
cg09493505	chr7	49815483	533	cg09493505_cpg533
cg09493505	chr7	49815496	534	cg09493505_cpg534
cg09493505	chr7	49815497	535	cg09493505_cpg535
cg09493505	chr7	49815502	536	cg09493505_cpg536
cg09493505	chr7	49815503	537	cg09493505_cpg537
cg09493505	chr7	49815508	538	cg09493505_cpg538
cg09493505	chr7	49815509	539	cg09493505_cpg539
cg09493505	chr7	49815514	540	cg09493505_cpg540
cg09493505	chr7	49815515	541	cg09493505_cpg541
cg09493505	chr7	49815520	542	cg09493505_cpg542
cg09493505	chr7	49815521	543	cg09493505_cpg543
cg09493505	chr7	49815522	544	cg09493505_cpg544
cg09493505	chr7	49815523	545	cg09493505_cpg545
cg09493505	chr7	49815526	546	cg09493505_cpg546
cg09493505	chr7	49815527	547	cg09493505_cpg547
cg09493505	chr7	49815528	548	cg09493505_cpg548
cg09493505	chr7	49815538	549	cg09493505_cpg549
cg09493505	chr7	49815539	550	cg09493505_cpg550
cg09493505	chr7	49815540	551	cg09493505_cpg551
cg09493505	chr7	49815541	552	cg09493505_cpg552
cg09493505	chr7	49815543	553	cg09493505_cpg553
cg09493505	chr7	49815544	554	cg09493505_cpg554
cg09493505	chr7	49815552	555	cg09493505_cpg555
cg09493505	chr7	49815553	556	cg09493505_cpg556
cg09493505	chr7	49815561	557	cg09493505_cpg557
cg09493505	chr7	49815562	558	cg09493505_cpg558
cg09493505	chr7	49815574	559	cg09493505_cpg559
cg09493505	chr7	49815575	560	cg09493505_cpg560
cg09493505	chr7	49815585	561	cg09493505_cpg561
cg09493505	chr7	49815586	562	cg09493505_cpg562
cg09493505	chr7	49815592	563	cg09493505_cpg563
cg09493505	chr7	49815593	564	cg09493505_cpg564
cg09493505	chr7	49815594	565	cg09493505_cpg565
cg09493505	chr7	49815595	566	cg09493505_cpg566
cg09493505	chr7	49815601	567	cg09493505_cpg567
cg09493505	chr7	49815602	568	cg09493505_cpg568
cg09493505	chr7	49815609	569	cg09493505_cpg569
cg09493505	chr7	49815610	570	cg09493505_cpg570
cg09493505	chr7	49815621	571	cg09493505_cpg571
cg09493505	chr7	49815622	572	cg09493505_cpg572
cg09493505	chr7	49815623	573	cg09493505_cpg573
cg09493505	chr7	49815624	574	cg09493505_cpg574
cg09493505	chr7	49815634	575	cg09493505_cpg575
cg09493505	chr7	49815635	576	cg09493505_cpg576
cg09493505	chr7	49815637	577	cg09493505_cpg577
cg09493505	chr7	49815638	578	cg09493505_cpg578
cg09493505	chr7	49815642	579	cg09493505_cpg579
cg09493505	chr7	49815643	580	cg09493505_cpg580
cg09493505	chr7	49815657	581	cg09493505_cpg581
cg09493505	chr7	49815658	582	cg09493505_cpg582
cg09493505	chr7	49815667	583	cg09493505_cpg583
cg09493505	chr7	49815668	584	cg09493505_cpg584
cg09493505	chr7	49815685	585	cg09493505_cpg585
cg09493505	chr7	49815686	586	cg09493505_cpg586
cg09493505	chr7	49815692	587	cg09493505_cpg587
cg09493505	chr7	49815693	588	cg09493505_cpg588
cg09493505	chr7	49815724	589	cg09493505_cpg589
cg09493505	chr7	49815725	590	cg09493505_cpg590
cg09493505	chr7	49815736	591	cg09493505_cpg591
cg09493505	chr7	49815737	592	cg09493505_cpg592
cg09493505	chr7	49815740	593	cg09493505_cpg593
cg09493505	chr7	49815741	594	cg09493505_cpg594
cg09493505	chr7	49815744	595	cg09493505_cpg595
cg09493505	chr7	49815745	596	cg09493505_cpg596
cg09493505	chr7	49815747	597	cg09493505_cpg597
cg09493505	chr7	49815748	598	cg09493505_cpg598
cg09493505	chr7	49815751	599	cg09493505_cpg599
cg09493505	chr7	49815752	600	cg09493505_cpg600
cg10143067	chr10	118892162	1	cg10143067_cpg01
cg10143067	chr10	118892163	2	cg10143067_cpg02
cg10143067	chr10	118892176	3	cg10143067_cpg03
cg10143067	chr10	118892177	4	cg10143067_cpg04
cg10143067	chr10	118892180	5	cg10143067_cpg05
cg10143067	chr10	118892181	6	cg10143067_cpg06
cg10143067	chr10	118892183	7	cg10143067_cpg07
cg10143067	chr10	118892184	8	cg10143067_cpg08
cg10143067	chr10	118892188	9	cg10143067_cpg09
cg10143067	chr10	118892189	10	cg10143067_cpg10
cg10143067	chr10	118892211	11	cg10143067_cpg11
cg10143067	chr10	118892212	12	cg10143067_cpg12
cg10143067	chr10	118892213	13	cg10143067_cpg13
cg10143067	chr10	118892214	14	cg10143067_cpg14
cg10143067	chr10	118892218	15	cg10143067_cpg15
cg10143067	chr10	118892219	16	cg10143067_cpg16
cg10143067	chr10	118892261	17	cg10143067_cpg17
cg10143067	chr10	118892262	18	cg10143067_cpg18
cg10143067	chr10	118892295	19	cg10143067_cpg19
cg10143067	chr10	118892296	20	cg10143067_cpg20
cg10143067	chr10	118892309	21	cg10143067_cpg21
cg10143067	chr10	118892310	22	cg10143067_cpg22
cg10143067	chr10	118892332	23	cg10143067_cpg23
cg10143067	chr10	118892333	24	cg10143067_cpg24
cg10143067	chr10	118892343	25	cg10143067_cpg25
cg10143067	chr10	118892344	26	cg10143067_cpg26
cg10143067	chr10	118892346	27	cg10143067_cpg27
cg10143067	chr10	118892347	28	cg10143067_cpg28
cg10143067	chr10	118892364	29	cg10143067_cpg29
cg10143067	chr10	118892365	30	cg10143067_cpg30
cg10143067	chr10	118892390	31	cg10143067_cpg31
cg10143067	chr10	118892391	32	cg10143067_cpg32
cg10143067	chr10	118892399	33	cg10143067_cpg33
cg10143067	chr10	118892400	34	cg10143067_cpg34
cg10143067	chr10	118892405	35	cg10143067_cpg35
cg10143067	chr10	118892423	36	cg10143067_cpg36
cg10143067	chr10	118892424	37	cg10143067_cpg37
cg10143067	chr10	118892458	38	cg10143067_cpg38
cg10143067	chr10	118892459	39	cg10143067_cpg39
cg10143067	chr10	118892470	40	cg10143067_cpg40
cg10143067	chr10	118892471	41	cg10143067_cpg41
cg10143067	chr10	118892484	42	cg10143067_cpg42
cg10143067	chr10	118892485	43	cg10143067_cpg43
cg10143067	chr10	118892492	44	cg10143067_cpg44
cg10143067	chr10	118892493	45	cg10143067_cpg45
cg10143067	chr10	118892494	46	cg10143067_cpg46
cg10143067	chr10	118892495	47	cg10143067_cpg47
cg10143067	chr10	118892506	48	cg10143067_cpg48
cg10143067	chr10	118892507	49	cg10143067_cpg49
cg10143067	chr10	118892518	50	cg10143067_cpg50
cg10143067	chr10	118892519	51	cg10143067_cpg51
cg10143067	chr10	118892521	52	cg10143067_cpg52
cg10143067	chr10	118892522	53	cg10143067_cpg53
cg10143067	chr10	118892527	54	cg10143067_cpg54
cg10143067	chr10	118892528	55	cg10143067_cpg55
cg10143067	chr10	118892537	56	cg10143067_cpg56
cg10143067	chr10	118892538	57	cg10143067_cpg57
cg10143067	chr10	118892540	58	cg10143067_cpg58
cg10143067	chr10	118892541	59	cg10143067_cpg59
cg10143067	chr10	118892547	60	cg10143067_cpg60
cg10143067	chr10	118892548	61	cg10143067_cpg61
cg10143067	chr10	118892581	62	cg10143067_cpg62
cg10143067	chr10	118892582	63	cg10143067_cpg63
cg10143067	chr10	118892583	64	cg10143067_cpg64
cg10143067	chr10	118892588	65	cg10143067_cpg65
cg10143067	chr10	118892589	66	cg10143067_cpg66
cg10143067	chr10	118892593	67	cg10143067_cpg67
cg10143067	chr10	118892594	68	cg10143067_cpg68
cg10143067	chr10	118892603	69	cg10143067_cpg69
cg10143067	chr10	118892604	70	cg10143067_cpg70
cg10143067	chr10	118892605	71	cg10143067_cpg71
cg10143067	chr10	118892635	72	cg10143067_cpg72
cg10143067	chr10	118892636	73	cg10143067_cpg73
cg10143067	chr10	118892638	74	cg10143067_cpg74
cg10143067	chr10	118892639	75	cg10143067_cpg75
cg10249375	chr1	63795364	1	cg10249375_cpg01
cg10249375	chr1	63795365	2	cg10249375_cpg02
cg10249375	chr1	63795366	3	cg10249375_cpg03
cg10249375	chr1	63795367	4	cg10249375_cpg04
cg10249375	chr1	63795369	5	cg10249375_cpg05
cg10249375	chr1	63795370	6	cg10249375_cpg06
cg10249375	chr1	63795374	7	cg10249375_cpg07
cg10249375	chr1	63795375	8	cg10249375_cpg08
cg10249375	chr1	63795390	9	cg10249375_cpg09
cg10249375	chr1	63795391	10	cg10249375_cpg10
cg10249375	chr1	63795424	11	cg10249375_cpg11
cg10249375	chr1	63795425	12	cg10249375_cpg12
cg10249375	chr1	63795435	13	cg10249375_cpg13
cg10249375	chr1	63795436	14	cg10249375_cpg14
cg10249375	chr1	63795446	15	cg10249375_cpg15
cg10249375	chr1	63795447	16	cg10249375_cpg16
cg10249375	chr1	63795449	17	cg10249375_cpg17
cg10249375	chr1	63795450	18	cg10249375_cpg18
cg10249375	chr1	63795464	19	cg10249375_cpg19
cg10249375	chr1	63795465	20	cg10249375_cpg20
cg10249375	chr1	63795471	21	cg10249375_cpg21
