sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V16_S6	cg04123776	72431	433094	0.167241	9656	1207012	0.00799992	34516	34516
V16_S6	cg04261408	1669	98747	0.0169018	2045	237643	0.00860534	7864	7864
V16_S6	cg04281464	120824	531686	0.227247	11797	1681676	0.00701503	46720	46720
V16_S6	cg04869380	84427	91938	0.918304	4632	882651	0.00524783	18784	18778
V16_S6	cg04904331	144745	685572	0.21113	13911	1566813	0.00887853	47203	47203
V16_S6	cg05057720	61538	244440	0.251751	6485	551752	0.0117535	15202	15202
V16_S6	cg05166490	277049	1765727	0.156904	30939	3668195	0.00843439	114465	114463
V16_S6	cg05302386	243484	1480447	0.164467	39794	4461885	0.00891865	122649	122649
V16_S6	cg05374412	191209	834288	0.229188	22295	2358300	0.00945384	61944	61944
V16_S6	cg05377226	192618	577892	0.333311	12918	1288340	0.0100269	39099	39099
V16_S6	cg05917460	327486	1585768	0.206516	44987	5167610	0.00870557	145925	145892
V16_S6	cg06013113	205242	234692	0.874516	11974	958818	0.0124883	24049	24049
V16_S6	cg06382344	314968	1291233	0.243928	23146	2066947	0.0111982	62295	62295
V16_S6	cg06463958	641033	3346037	0.19158	82320	9501974	0.00866346	276659	276659
V16_S6	cg06530490	114556	809526	0.14151	14609	1864238	0.00783645	54718	54718
V16_S6	cg06590173	6573	48761	0.1348	2599	353599	0.00735013	10136	10109
V16_S6	cg06825142	895427	2526104	0.35447	56306	7332081	0.0076794	209108	208954
V16_S6	cg06962944	188936	938786	0.201256	18730	2374590	0.00788768	65935	65935
V16_S6	cg07790615	420995	1970323	0.213668	29101	3633890	0.00800822	121735	121735
V16_S6	cg07915921	29276	115037	0.254492	2108	276786	0.00761599	7314	7314
V16_S6	cg08382226	206923	1986444	0.104168	45690	6172659	0.007402	194949	194882
V16_S6	cg08548396	402009	946290	0.424826	30353	2571320	0.0118044	80027	80027
V16_S6	cg08566455	30831	75102	0.410522	1172	148100	0.00791357	3341	3341
V16_S6	cg08862890	83827	363741	0.230458	6459	918295	0.00703369	27227	27227
V16_S6	cg08934785	22112	139378	0.158648	4223	639701	0.00660152	17483	17483
V16_S6	cg09250933	36012	197738	0.18212	5672	839184	0.00675895	22954	22954
V16_S6	cg09493505	178056	849461	0.209611	17133	1942175	0.00882155	58567	58566
V16_S6	cg10143067	114403	880447	0.129937	21647	2746281	0.0078823	82966	82965
V16_S6	cg10249375	132445	663200	0.199706	18047	2098874	0.00859842	57536	57536
V16_S6	cg10512745	1359905	7333916	0.185427	204916	22052082	0.00929237	736788	736585
V16_S6	cg11014373	127607	609618	0.209323	18775	1567596	0.0119769	50038	50030
V16_S6	cg11017065	161048	721884	0.223094	18540	1994281	0.00929658	57516	57516
V16_S6	cg11314310	371224	407554	0.910858	12662	1268504	0.00998184	37686	37686
V16_S6	cg11561737	306856	1376182	0.222976	31450	3156192	0.00996454	101516	101516
V16_S6	cg11601252	1246005	7386607	0.168684	162569	20503479	0.00792885	625219	625099
V16_S6	cg11660826	38829	143477	0.270629	3119	320469	0.00973261	10924	10924
V16_S6	cg11942956	42617	104614	0.407374	2503	175669	0.0142484	4875	4875
V16_S6	cg11957331	169410	1031978	0.16416	18222	2269690	0.00802841	72286	72286
V16_S6	cg12042659	18482	60604	0.304963	1680	198329	0.00847077	5596	5596
V16_S6	cg12074025	112011	413485	0.270895	8147	1151393	0.00707578	31325	31325
V16_S6	cg12483476	438763	1591477	0.275695	31392	2874601	0.0109205	89645	89645
V16_S6	cg12528056	354347	418971	0.845755	8314	970664	0.00856527	26411	26411
V16_S6	cg12928379	378753	1063907	0.356002	23911	3096220	0.00772264	88360	88305
V16_S6	cg12974388	978717	6817397	0.143562	172478	22266053	0.00774623	663627	662893
V16_S6	cg13314145	687160	2791340	0.246176	49285	5474684	0.00900235	159352	159352
V16_S6	cg13592399	334100	1857222	0.179892	52885	6279510	0.00842184	171741	171738
V16_S6	cg13840308	257931	282185	0.914049	10951	1043415	0.0104953	31009	31009
V16_S6	cg13912117	1047457	3868453	0.270769	90361	10402988	0.00868606	294505	294495
V16_S6	cg13939859	81042	523180	0.154903	9677	1026971	0.00942286	33993	33990
V16_S6	cg13958426	71816	340518	0.210902	8293	1109675	0.00747336	32425	32425
V16_S6	cg14038391	113184	579844	0.195197	10828	1348878	0.00802741	36669	36669
V16_S6	cg14050824	212356	258734	0.82075	8553	971999	0.00879939	23486	23486
V16_S6	cg14123923	721008	3470105	0.207777	63970	6701189	0.00954607	205983	205983
V16_S6	cg14168530	469438	2003912	0.234261	46087	4892877	0.0094192	151832	151832
V16_S6	cg14186641	477745	2408475	0.19836	47379	5008781	0.00945919	158109	158108
V16_S6	cg14327531	2024	106284	0.0190433	3281	346448	0.0094704	12273	12273
V16_S6	cg14394692	1531478	2427106	0.630989	61282	7054186	0.00868732	186233	186230
V16_S6	cg14458834	33635	69161	0.486329	1163	161880	0.00718433	3823	3823
V16_S6	cg14473102	39010	216472	0.180208	3254	294433	0.0110518	9325	9325
V16_S6	cg14489801	2678	10994	0.243587	475	59085	0.00803927	1839	1839
V16_S6	cg14712186	187122	1243803	0.150443	22313	2435597	0.0091612	80750	80746
V16_S6	cg14743594	1293501	2439807	0.530165	45939	4919496	0.00933815	142763	142763
V16_S6	cg14861089	51843	247479	0.209484	5672	462706	0.0122583	13510	13510
V16_S6	cg15044248	4737	460341	0.0102902	8952	1307526	0.00684652	36286	36286
V16_S6	cg15267232	8708	211984	0.0410786	2973	503200	0.00590819	13232	13232
V16_S6	cg15467646	249056	708355	0.351598	18239	1690945	0.0107863	49075	49075
V16_S6	cg15576900	140722	875343	0.160762	24006	2248052	0.0106786	70767	70767
V16_S6	cg15778437	111524	666823	0.167247	15799	1834244	0.00861336	53869	53869
V16_S6	cg15836635	162692	1841558	0.0883448	53572	6294170	0.00851137	177286	177286
V16_S6	cg15994026	35084	684209	0.0512767	13269	1760402	0.00753748	51257	51257
V16_S6	cg16150752	316706	1185239	0.267209	19618	2153862	0.00910829	63343	63343
V16_S6	cg16328106	3476	155457	0.0223599	2296	405691	0.00565948	12551	12551
V16_S6	cg16732616	31493	138350	0.227633	2630	234377	0.0112212	7014	7014
V16_S6	cg16779463	5740	576960	0.0099487	10835	1638341	0.0066134	45501	45501
V16_S6	cg16926316	174918	196795	0.888834	5881	773686	0.00760127	17932	17932
V16_S6	cg17031478	5988	185018	0.0323644	3404	402663	0.00845372	11150	11150
V16_S6	cg17712694	71181	263946	0.26968	4308	478351	0.00900594	14029	14029
V16_S6	cg17774001	101433	112471	0.901859	5662	699741	0.00809157	21256	21256
V16_S6	cg17812788	6446	126033	0.0511453	2121	270693	0.00783544	7579	7579
V16_S6	cg17839237	13627	76149	0.178952	1485	233819	0.00635107	7187	7187
V16_S6	cg17872757	154556	681477	0.226796	17327	1880217	0.00921543	54317	54317
V16_S6	cg17969084	186969	821035	0.227724	20041	2341373	0.00855951	68887	68887
V16_S6	cg18091469	2054	24148	0.0850588	1004	91225	0.0110058	2813	2813
V16_S6	cg18206027	135075	646364	0.208977	12810	1473967	0.00869083	44549	44549
V16_S6	cg18621142	200492	241222	0.831151	8294	1144290	0.00724816	31651	31650
V16_S6	cg18751958	215543	237428	0.907825	11594	779147	0.0148804	17983	17983
V16_S6	cg18816098	2127	161155	0.0131985	5223	506480	0.0103124	13540	13540
V16_S6	cg19497031	743	3344	0.222189	62	6186	0.0100226	195	195
V16_S6	cg19807257	2593	13881	0.186802	323	39776	0.00812047	1034	1034
V16_S6	cg19882915	249472	280567	0.889171	8897	1243227	0.00715638	30291	30291
V16_S6	cg20072442	374356	1934395	0.193526	44958	5434888	0.00827211	155716	155716
V16_S6	cg20079899	27475	871135	0.0315393	15651	1985657	0.00788203	61608	61608
V16_S6	cg20183619	336399	2012053	0.167192	49493	5831462	0.00848724	169429	169424
V16_S6	cg20295992	52168	505842	0.103131	11528	1566446	0.00735933	49510	49490
V16_S6	cg20449590	45257	127337	0.355411	3352	269525	0.0124367	10404	10404
V16_S6	cg20690085	190137	212293	0.895635	9218	1068849	0.00862423	27499	27499
V16_S6	cg20872937	774818	2682319	0.288861	66910	7106850	0.00941486	199348	199348
V16_S6	cg20980783	281267	2342369	0.120078	51199	5886684	0.00869743	168467	168467
V16_S6	cg21038156	551649	2310056	0.238803	47230	5201383	0.00908028	157293	157278
V16_S6	cg21039708	42939	239311	0.179428	4995	650600	0.00767753	18729	18729
V16_S6	cg21185289	615656	2954227	0.208398	73041	8028160	0.0090981	236819	236675
V16_S6	cg21277995	699664	3135961	0.22311	60678	5540363	0.010952	192560	192560
V16_S6	cg21790626	55314	193689	0.285582	3901	501958	0.00777157	14468	14468
V16_S6	cg21898844	252713	278616	0.90703	11328	1488598	0.00760984	38681	38680
V16_S6	cg21929943	26880	590614	0.045512	12222	1594712	0.00766408	45566	45566
V16_S6	cg22231056	1392	135243	0.0102926	3049	373203	0.00816982	11305	11305
V16_S6	cg22399133	35688	140623	0.253785	2716	443218	0.00612791	10181	10181
V16_S6	cg22868282	178526	1153752	0.154735	24791	2613854	0.00948446	93560	93560
V16_S6	cg23026864	75612	229075	0.330075	4816	501082	0.0096112	13651	13651
V16_S6	cg23164203	12951	148479	0.0872245	4717	552953	0.00853056	14755	14752
V16_S6	cg23871697	191691	207684	0.922994	9480	902232	0.0105073	19421	19421
V16_S6	cg23912454	1256	122748	0.0102323	2284	276813	0.00825106	8406	8406
V16_S6	cg23960736	23886	35563	0.671653	6249	1085241	0.00575817	31533	30683
V16_S6	cg24221648	60799	269259	0.225801	5836	470981	0.0123912	14247	14247
V16_S6	cg24292235	25370	610515	0.0415551	12694	1617569	0.00784758	46400	46400
V16_S6	cg24416513	36533	168196	0.217205	3081	198902	0.01549	6972	6972
V16_S6	cg24507921	593	45212	0.013116	2034	303872	0.00669361	7360	7360
V16_S6	cg24632241	26780	138763	0.192991	3162	389947	0.00810879	11103	11103
V16_S6	cg24761507	1712152	9132920	0.18747	252604	30454780	0.0082944	928656	928169
V16_S6	cg24831879	157567	173482	0.908261	7632	831480	0.00917881	18607	18607
V16_S6	cg25200152	9597	87437	0.109759	1985	325133	0.00610519	9075	9075
V16_S6	cg25875213	165760	989973	0.167439	20297	2686008	0.00755657	83578	83578
V16_S6	cg25884711	231185	1477986	0.156419	37709	4513993	0.0083538	129335	129310
V16_S6	cg26121782	27580	143222	0.192568	3555	266266	0.0133513	8802	8802
V16_S6	cg26682580	497521	2166393	0.229654	49291	5698928	0.00864917	160475	160475
V16_S6	cg27200446	508465	1967564	0.258424	50375	5287412	0.00952735	160028	160028
V16_S6	cg27393010	59465	223343	0.26625	7899	574144	0.0137579	17313	17313
V16_S6	cg27577527	31844	354545	0.0898165	10826	1314678	0.00823472	35116	35101
V16_S7	cg00002719	2929	86235	0.0339653	3236	284485	0.0113749	7863	7863
V16_S7	cg00469207	9302	150177	0.0619402	4664	426847	0.0109266	11205	11205
V16_S7	cg00582524	9227	150143	0.0614547	4509	446183	0.0101057	12174	12174
V16_S7	cg00995986	17590	107143	0.164173	6491	547686	0.0118517	14691	14658
V16_S7	cg01163404	164337	190813	0.861246	11436	1020943	0.0112014	24972	24972
V16_S7	cg01419831	208676	1161783	0.179617	49026	4081124	0.0120129	113603	113603
V16_S7	cg01452847	7792	172182	0.0452544	5205	385552	0.0135001	10111	10111
V16_S7	cg01576677	30695	477170	0.0643272	10626	1065008	0.00997739	28180	28180
V16_S7	cg02467990	19181	413706	0.0463638	11821	1044994	0.011312	29695	29695
V16_S7	cg02511231	381908	3916155	0.0975212	125077	10239595	0.012215	286858	286858
V16_S7	cg02571204	226148	241364	0.936958	14550	924349	0.0157408	25407	25406
V16_S7	cg02699898	159277	179301	0.888322	13585	667797	0.020343	14976	14976
V16_S7	cg02919936	236162	2535812	0.0931307	87399	7057487	0.0123839	187991	187991
V16_S7	cg03011535	38773	528153	0.0734124	15494	1455072	0.0106483	36236	36236
V16_S7	cg03217795	9206	317490	0.0289962	7749	695560	0.0111407	19187	19187
V16_S7	cg03257575	58145	379355	0.153273	13174	1173851	0.0112229	27698	27698
V16_S7	cg03401096	42575	688179	0.0618662	22563	1850365	0.0121938	52069	52069
V16_S7	cg03502002	5829	143315	0.0406726	3555	287231	0.0123768	8404	8404
V16_S7	cg03563667	2995	114030	0.026265	3429	264701	0.0129542	6264	6264
V16_S7	cg03735888	47541	442622	0.107408	16945	1486102	0.0114023	38910	38910
V16_S7	cg04123776	16159	334223	0.048348	10457	969268	0.0107886	26078	26078
V16_S7	cg04261408	1262	74724	0.0168888	2389	186832	0.0127869	5631	5631
V16_S7	cg04281464	66017	394196	0.167473	12567	1314905	0.00955734	33739	33739
V16_S7	cg04869380	84092	92266	0.911408	6647	900562	0.00738095	17440	17440
V16_S7	cg04904331	8512	191748	0.0443916	5494	483671	0.011359	13791	13791
V16_S7	cg05057720	17821	180947	0.0984874	5898	406709	0.0145018	10720	10720
V16_S7	cg05166490	68158	1153409	0.0590927	28810	2598990	0.0110851	75380	75380
V16_S7	cg05302386	56135	1083941	0.0517879	36917	3249412	0.0113611	84774	84774
V16_S7	cg05374412	35863	671121	0.0534375	21427	1915831	0.0111842	48354	48354
V16_S7	cg05377226	6746	290668	0.0232086	8445	655300	0.0128872	19376	19376
V16_S7	cg05917460	82819	1171370	0.0707027	47309	3999354	0.0118292	106315	106291
V16_S7	cg06013113	175175	196417	0.891853	11642	858727	0.0135573	19424	19424
V16_S7	cg06382344	98863	829232	0.119222	16356	1348721	0.012127	39460	39460
V16_S7	cg06463958	169286	2695092	0.0628127	92463	7920344	0.0116741	219097	219096
V16_S7	cg06530490	43357	726948	0.0596425	18208	1679676	0.0108402	46593	46593
V16_S7	cg06590173	10808	54927	0.19677	4331	424661	0.0101987	10991	10964
V16_S7	cg06825142	337278	1037256	0.325164	33212	3288128	0.0101006	87216	87176
V16_S7	cg06962944	101860	1360905	0.0748473	39595	3750510	0.0105572	93480	93480
V16_S7	cg07790615	85974	1353553	0.0635173	28513	2626613	0.0108554	82481	82481
V16_S7	cg07915921	10253	96221	0.106557	2381	233265	0.0102073	5963	5963
V16_S7	cg08382226	83556	1235028	0.0676551	45271	4099813	0.0110422	118632	118593
V16_S7	cg08548396	276504	751015	0.368174	35121	2155286	0.0162953	62615	62615
V16_S7	cg08566455	4732	35451	0.13348	683	67659	0.0100947	1479	1479
V16_S7	cg08862890	12873	234005	0.0550116	5884	640026	0.00919338	17717	17717
V16_S7	cg08934785	6965	101102	0.0688908	5432	476798	0.0113927	12277	12277
V16_S7	cg09250933	22257	181419	0.122683	8585	796381	0.01078	20198	20198
V16_S7	cg09493505	34230	721632	0.0474341	20802	1818841	0.011437	51721	51721
V16_S7	cg10143067	57872	772485	0.0749167	27210	2503408	0.0108692	70609	70609
V16_S7	cg10249375	36286	523929	0.0692575	19098	1695094	0.0112666	44439	44439
V16_S7	cg10512745	549123	5676192	0.0967414	237116	18855425	0.0125755	585812	585698
V16_S7	cg11014373	34479	463593	0.0743734	19040	1285858	0.0148072	37545	37539
V16_S7	cg11017065	1141	26490	0.0430729	839	78299	0.0107153	2111	2111
V16_S7	cg11314310	283173	331198	0.854996	14492	1108008	0.0130793	28908	28908
V16_S7	cg11561737	107173	1239676	0.0864524	36000	2873866	0.0125267	87284	87284
V16_S7	cg11601252	528923	5933021	0.089149	199040	17527559	0.0113558	499639	499543
V16_S7	cg11660826	3687	96648	0.0381487	2815	222166	0.0126707	7039	7039
V16_S7	cg11942956	5508	55027	0.100096	1576	98169	0.0160539	2651	2651
V16_S7	cg11957331	130579	724875	0.18014	19467	1710391	0.0113816	49553	49553
V16_S7	cg12042659	7630	70208	0.108677	2650	236727	0.0111943	6170	6170
V16_S7	cg12074025	2605	279757	0.00931165	8322	825307	0.0100835	20595	20595
V16_S7	cg12483476	152846	1045425	0.146205	27481	1978632	0.0138889	59223	59223
V16_S7	cg12528056	337649	379083	0.890699	10761	924054	0.0116454	22202	22202
V16_S7	cg12928379	485745	1492388	0.325482	48602	4751413	0.010229	126048	125990
V16_S7	cg12974388	484803	5727764	0.0846409	229247	20921506	0.0109575	583979	583599
V16_S7	cg13314145	184931	1908267	0.0969104	44163	3875731	0.0113948	107139	107123
V16_S7	cg13592399	50109	1358813	0.036877	53102	4868738	0.0109067	123253	123244
V16_S7	cg13840308	257425	285656	0.901171	13454	1097999	0.0122532	28060	28060
V16_S7	cg13912117	152814	2447695	0.0624318	77593	6833728	0.0113544	185489	185489
V16_S7	cg13939859	50381	775373	0.0649765	19653	1614580	0.0121722	49506	49495
V16_S7	cg13958426	7614	243737	0.0312386	8921	807097	0.0110532	22245	22245
V16_S7	cg14038391	31628	475647	0.0664947	12283	1149511	0.0106854	29759	29759
V16_S7	cg14050824	177418	211484	0.838919	9090	822311	0.0110542	18371	18371
V16_S7	cg14123923	98817	2382336	0.041479	55494	4764599	0.0116472	141097	141095
V16_S7	cg14168530	137413	1471989	0.0933519	46778	3872779	0.0120787	113521	113521
V16_S7	cg14186641	53869	1680733	0.0320509	48302	3821905	0.0126382	111382	111382
V16_S7	cg14327531	1810	94616	0.01913	4266	311071	0.0137139	10285	10285
V16_S7	cg14394692	929073	1527938	0.608057	49913	4557151	0.0109527	107053	107050
V16_S7	cg14458834	1630	26096	0.0624617	678	62796	0.0107969	1363	1363
V16_S7	cg14473102	10164	137191	0.0740865	2791	195348	0.0142873	5773	5773
V16_S7	cg14489801	1682	7812	0.21531	580	42895	0.0135214	1266	1266
V16_S7	cg14712186	35170	534165	0.0658411	13592	1113860	0.0122026	34258	34251
V16_S7	cg14743594	913289	1707578	0.534845	45217	3606921	0.0125362	96666	96666
V16_S7	cg14861089	12066	249762	0.04831	5615	462214	0.0121481	13050	13050
V16_S7	cg15044248	14603	739414	0.0197494	22655	2198280	0.0103058	56798	56798
V16_S7	cg15267232	7052	168211	0.0419235	4217	409425	0.0102998	9927	9927
V16_S7	cg15467646	115468	431057	0.267872	13972	1120096	0.0124739	29659	29659
V16_S7	cg15576900	28639	631878	0.0453236	24072	1927382	0.0124895	54073	54073
V16_S7	cg15778437	38913	481737	0.0807764	16176	1333673	0.0121289	36949	36949
V16_S7	cg15836635	85510	1514613	0.0564567	63683	5392238	0.0118101	142288	142288
V16_S7	cg15994026	7326	552337	0.0132636	16242	1472038	0.0110337	39315	39315
V16_S7	cg16150752	58546	537891	0.108844	10772	1007367	0.0106932	28817	28817
V16_S7	cg16328106	2725	158168	0.0172285	4420	435449	0.0101504	11984	11984
V16_S7	cg16732616	12207	146284	0.0834473	3142	250305	0.0125527	7328	7328
V16_S7	cg16779463	1724	89688	0.0192222	2708	265310	0.0102069	6843	6843
V16_S7	cg16926316	118588	131946	0.898762	6000	544934	0.0110105	11415	11415
V16_S7	cg17031478	4224	149234	0.0283045	3608	345159	0.0104532	8671	8671
V16_S7	cg17712694	34596	313091	0.110498	6320	582801	0.0108442	16760	16760
V16_S7	cg17774001	87108	97508	0.893342	8706	610324	0.0142646	16872	16872
V16_S7	cg17812788	1405	81693	0.0171985	1532	171906	0.00891185	4775	4775
V16_S7	cg17839237	495	45531	0.0108717	1919	146354	0.013112	4182	4182
V16_S7	cg17872757	36750	928647	0.0395737	31093	2736140	0.0113638	73926	73926
V16_S7	cg17969084	10475	596869	0.0175499	18702	1779873	0.0105075	48913	48913
V16_S7	cg18091469	1708	20128	0.0848569	1075	75451	0.0142477	2210	2210
V16_S7	cg18206027	39346	865247	0.0454737	25056	2171636	0.0115378	61952	61952
V16_S7	cg18621142	241488	276609	0.87303	13094	1299571	0.0100756	32205	32205
V16_S7	cg18751958	125176	139936	0.894523	8306	464957	0.017864	9909	9909
V16_S7	cg18816098	3473	174688	0.0198812	7672	534577	0.0143515	13151	13151
V16_S7	cg19497031	144	4107	0.0350621	108	8415	0.0128342	254	254
V16_S7	cg19807257	3073	22169	0.138617	790	67560	0.0116933	1606	1606
V16_S7	cg19882915	215793	237439	0.908836	10272	1070170	0.00959848	24165	24165
V16_S7	cg20072442	71217	1344113	0.0529844	41872	3893002	0.0107557	105331	105331
V16_S7	cg20079899	33724	663050	0.0508619	19316	1613194	0.0119738	46241	46241
V16_S7	cg20183619	118195	1708868	0.0691657	58900	5154491	0.0114269	141560	141549
V16_S7	cg20295992	56309	836663	0.0673019	30600	2775524	0.0110249	80155	80133
V16_S7	cg20449590	14334	76386	0.187652	3254	189690	0.0171543	6281	6281
V16_S7	cg20690085	178586	198288	0.900639	12197	1075754	0.0113381	24885	24885
V16_S7	cg20872937	90928	1778067	0.0511387	52297	4862382	0.0107554	131271	131271
V16_S7	cg20980783	93587	1928785	0.0485212	60003	5167205	0.0116123	139982	139982
V16_S7	cg21038156	104716	1673280	0.0625813	45854	4037761	0.0113563	116215	116213
V16_S7	cg21039708	19544	200707	0.0973758	6101	570264	0.0106986	14941	14941
V16_S7	cg21185289	178683	2063239	0.0866032	70333	5909470	0.0119017	164257	164189
V16_S7	cg21277995	100548	2181054	0.0461006	53379	4040467	0.0132111	130442	130442
V16_S7	cg21790626	6103	126960	0.0480703	4600	332478	0.0138355	9251	9251
V16_S7	cg21898844	207075	230410	0.898724	14933	1287806	0.0115957	30278	30276
V16_S7	cg21929943	29643	497254	0.0596134	15993	1407991	0.0113587	36959	36959
V16_S7	cg22231056	1432	141835	0.0100962	4887	419912	0.0116382	11116	11116
V16_S7	cg22399133	5640	128375	0.0439338	3115	445189	0.00699703	8913	8913
V16_S7	cg22868282	50619	881160	0.0574459	28622	2138460	0.0133844	69777	69777
V16_S7	cg23026864	7315	125489	0.058292	2802	273818	0.0102331	7376	7376
V16_S7	cg23164203	2483	265219	0.00936207	11722	1032157	0.0113568	25094	25094
V16_S7	cg23871697	161738	174428	0.927248	10184	765333	0.0133066	15304	15304
V16_S7	cg23912454	1876	84078	0.0223126	2336	201175	0.0116118	5544	5544
V16_S7	cg23960736	27597	41594	0.663485	10954	1210233	0.00905115	32490	31951
V16_S7	cg24221648	9460	157775	0.0599588	3997	286978	0.0139279	8208	8208
V16_S7	cg24292235	7598	522979	0.0145283	17012	1441019	0.0118055	38697	38697
V16_S7	cg24416513	13341	141602	0.0942148	2899	169329	0.0171205	5548	5548
V16_S7	cg24507921	336	39337	0.00854158	1997	270768	0.00737532	6084	6084
V16_S7	cg24632241	10906	203116	0.0536935	6473	589827	0.0109744	15962	15962
V16_S7	cg24761507	609227	6904916	0.0882309	286229	25217351	0.0113505	695950	695728
V16_S7	cg24831879	136544	146911	0.929433	8184	731537	0.0111874	15131	15131
V16_S7	cg25200152	5902	82131	0.0718608	3236	288154	0.0112301	7632	7632
V16_S7	cg25875213	23744	794716	0.0298773	22768	2297862	0.00990834	64576	64576
V16_S7	cg25884711	72826	1206673	0.0603527	45167	3873113	0.0116617	104742	104741
V16_S7	cg26121782	3952	104130	0.0379526	2972	191325	0.0155338	6155	6155
V16_S7	cg26682580	111345	1605922	0.069334	50736	4409830	0.0115052	119198	119198
V16_S7	cg27200446	444137	1572143	0.282504	61817	4619452	0.0133819	127436	127436
V16_S7	cg27393010	16115	142952	0.11273	5543	386893	0.014327	10680	10680
V16_S7	cg27577527	1709	183351	0.00932092	8104	711301	0.0113932	17333	17333
V16_S9	cg00002719	374	44492	0.00840601	710	143289	0.00495502	3993	3993
V16_S9	cg00469207	3425	86456	0.0396155	1376	243975	0.00563992	6492	6492
V16_S9	cg00582524	6676	166250	0.0401564	2843	490076	0.00580114	13573	13573
V16_S9	cg00995986	8119	129423	0.0627323	3797	644876	0.00588795	17841	17799
V16_S9	cg01163404	190439	214837	0.886435	8425	1125825	0.0074834	28162	28162
V16_S9	cg01419831	166830	1228642	0.135784	27791	4148378	0.00669924	117492	117492
V16_S9	cg01452847	4750	198642	0.0239124	2291	447632	0.00511804	11783	11783
V16_S9	cg01576677	25805	504668	0.0511326	6699	1115629	0.00600468	30366	30366
V16_S9	cg02467990	17330	889305	0.0194871	12955	2140351	0.00605275	61311	61311
V16_S9	cg02511231	303894	4603273	0.0660169	75228	11930873	0.00630532	336285	336285
V16_S9	cg02571204	274037	288956	0.948369	11681	1060246	0.0110173	30886	30877
V16_S9	cg02699898	200316	220133	0.909977	12938	835993	0.0154762	18998	18998
V16_S9	cg02919936	166237	2824391	0.0588576	52442	7804294	0.00671963	209339	209339
V16_S9	cg03011535	73533	1227798	0.0598901	17608	3376081	0.00521551	85179	85179
V16_S9	cg03217795	4379	473676	0.00924472	6195	1042619	0.00594177	28479	28479
V16_S9	cg03257575	54669	508824	0.107442	9461	1564898	0.00604576	35965	35965
V16_S9	cg03401096	36841	753483	0.0488943	13358	1961081	0.00681155	56157	56157
V16_S9	cg03502002	7010	205475	0.0341161	2425	409072	0.00592805	11803	11803
V16_S9	cg03563667	1858	165871	0.0112015	2730	378206	0.00721829	8974	8974
V16_S9	cg03735888	57738	575742	0.100285	11287	1929246	0.00585047	50870	50870
V16_S9	cg04123776	11397	400033	0.0284901	6204	1150223	0.00539374	30603	30603
V16_S9	cg04261408	937	93899	0.00997881	1298	236455	0.00548942	6959	6959
V16_S9	cg04281464	67956	474531	0.143207	8400	1549188	0.0054222	40484	40484
V16_S9	cg04869380	92355	100787	0.916338	4678	1000890	0.00467384	20086	20085
V16_S9	cg04904331	10363	551834	0.0187792	8023	1326819	0.00604679	38014	38014
V16_S9	cg05057720	8881	210866	0.0421168	4054	472624	0.00857764	12784	12784
V16_S9	cg05166490	59566	1316902	0.0452319	17983	3010976	0.00597248	86435	86435
V16_S9	cg05302386	34543	1252529	0.0275786	23903	3778027	0.00632685	100107	100103
V16_S9	cg05374412	32911	869085	0.0378686	16869	2476215	0.00681241	62690	62690
V16_S9	cg05377226	4683	380275	0.0123148	4613	865081	0.00533245	24680	24680
V16_S9	cg05917460	56321	1402693	0.0401521	28750	4742635	0.00606203	127359	127343
V16_S9	cg06013113	218097	247218	0.882205	10507	1051097	0.00999622	23999	23999
V16_S9	cg06382344	64445	1095658	0.0588185	11185	1788754	0.00625296	51411	51411
V16_S9	cg06463958	135248	3117807	0.0433792	57952	9190136	0.00630589	253265	253265
V16_S9	cg06530490	24940	902236	0.0276424	11941	2065467	0.00578126	57145	57145
V16_S9	cg06590173	4697	42421	0.110723	2328	343508	0.00677713	8791	8761
V16_S9	cg06825142	680116	2134559	0.318621	39366	6690901	0.00588351	179522	179444
V16_S9	cg06962944	41966	693185	0.0605408	9997	1902080	0.00525583	48114	48114
V16_S9	cg07790615	60326	1557629	0.0387294	16848	3034174	0.00555275	94224	94224
V16_S9	cg07915921	9190	106802	0.0860471	1326	253657	0.00522753	6512	6512
V16_S9	cg08382226	95076	1928057	0.0493118	34075	6184573	0.00550968	181653	181618
V16_S9	cg08548396	272067	810145	0.335825	20482	2317701	0.00883721	67764	67764
V16_S9	cg08566455	5553	75124	0.0739178	638	136751	0.00466541	3207	3207
V16_S9	cg08862890	3066	252559	0.0121397	3368	661487	0.00509156	18659	18659
V16_S9	cg08934785	3481	102836	0.03385	2273	481087	0.00472472	12551	12551
V16_S9	cg09250933	12372	191083	0.0647467	3569	840207	0.00424776	21444	21444
V16_S9	cg09493505	13165	683171	0.0192704	9970	1649640	0.00604374	47287	47287
V16_S9	cg10143067	48399	857869	0.0564177	15171	2751214	0.00551429	77606	77605
V16_S9	cg10249375	21520	596204	0.036095	13699	1941684	0.00705522	50779	50778
V16_S9	cg10512745	501484	6888911	0.0727958	145383	21983694	0.00661322	682815	682767
V16_S9	cg11014373	26832	535338	0.0501216	11778	1423785	0.00827232	42400	42400
V16_S9	cg11017065	5922	574631	0.0103057	10348	1653962	0.00625649	44460	44460
V16_S9	cg11314310	399273	434507	0.91891	13154	1416058	0.00928917	38979	38979
