sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V36_S8	cg13314145	300	4522	0.0663423	107	8802	0.0121563	271	271
V36_S8	cg13592399	95	2877	0.0330205	112	9835	0.0113879	278	278
V36_S8	cg13840308	1273	1369	0.929876	97	5003	0.0193884	165	165
V36_S8	cg13912117	289	5564	0.051941	159	14458	0.0109974	437	437
V36_S8	cg13939859	22	472	0.0466102	12	920	0.0130435	32	32
V36_S8	cg13958426	1	71	0.0140845	3	266	0.0112782	8	8
V36_S8	cg14038391	72	1237	0.0582053	31	3114	0.00995504	90	90
V36_S8	cg14050824	1034	1202	0.860233	72	4313	0.0166937	121	121
V36_S8	cg14123923	32	544	0.0588235	13	908	0.0143172	31	31
V36_S8	cg14168530	269	3429	0.0784485	100	8850	0.0112994	291	291
V36_S8	cg14186641	166	5103	0.0325299	132	10148	0.0130075	356	356
V36_S8	cg14327531	1	195	0.00512821	21	582	0.0360825	31	31
V36_S8	cg14394692	3332	5723	0.582212	205	15451	0.0132677	469	468
V36_S8	cg14458834	11	229	0.0480349	7	492	0.0142276	16	16
V36_S8	cg14473102	23	583	0.0394511	5	852	0.00586854	27	27
V36_S8	cg14489801	15	73	0.205479	4	346	0.0115607	12	12
V36_S8	cg14712186	126	2339	0.0538692	62	4601	0.0134753	170	170
V36_S8	cg14743594	2803	5609	0.499733	150	11492	0.0130526	361	361
V36_S8	cg14861089	61	1157	0.0527226	26	2205	0.0117914	67	67
V36_S8	cg15044248	1	374	0.0026738	17	1004	0.0169323	30	30
V36_S8	cg15267232	52	615	0.0845528	21	1368	0.0153509	41	41
V36_S8	cg15467646	542	1630	0.332515	74	4599	0.0160905	136	136
V36_S8	cg15576900	62	1635	0.0379205	66	4717	0.0139919	148	148
V36_S8	cg15778437	149	1277	0.11668	36	3379	0.010654	105	105
V36_S8	cg15836635	181	2456	0.0736971	122	8240	0.0148058	248	248
V36_S8	cg15994026	10	1096	0.00912409	39	3022	0.0129054	95	95
V36_S8	cg16150752	97	757	0.128137	20	1381	0.0144823	45	45
V36_S8	cg16328106	7	257	0.0272374	4	798	0.00501253	26	26
V36_S8	cg16732616	16	507	0.0315582	6	880	0.00681818	26	26
V36_S8	cg16779463	17	1913	0.00888657	66	5662	0.0116567	158	158
V36_S8	cg16926316	690	741	0.931174	46	3120	0.0147436	79	79
V36_S8	cg17031478	24	712	0.0337079	14	1810	0.00773481	52	52
V36_S8	cg17712694	222	2368	0.09375	46	4283	0.0107401	141	141
V36_S8	cg17774001	293	339	0.864307	47	2639	0.0178098	80	78
V36_S8	cg17812788	6	250	0.024	4	501	0.00798403	16	16
V36_S8	cg17839237	3	190	0.0157895	6	694	0.00864553	22	22
V36_S8	cg17872757	23	968	0.0237603	29	2487	0.0116606	82	82
V36_S8	cg17969084	15	1259	0.0119142	53	3707	0.0142973	125	125
V36_S8	cg18091469	12	92	0.130435	7	259	0.027027	11	11
V36_S8	cg18206027	14	741	0.0188934	19	1509	0.0125911	50	50
V36_S8	cg18621142	567	624	0.908654	34	2623	0.0129623	87	87
V36_S8	cg18751958	919	970	0.947423	106	3266	0.0324556	83	83
V36_S8	cg18816098	8	374	0.0213904	28	1147	0.0244115	34	34
V36_S8	cg19497031	282	5496	0.05131	156	9774	0.0159607	355	355
V36_S8	cg19807257	130	769	0.169051	45	2636	0.0170713	71	71
V36_S8	cg19882915	676	750	0.901333	36	3397	0.0105976	88	88
V36_S8	cg20072442	141	3155	0.044691	102	8435	0.0120925	266	266
V36_S8	cg20079899	45	1407	0.0319829	33	3723	0.00886382	113	113
V36_S8	cg20183619	187	3920	0.0477041	130	11625	0.0111828	351	351
V36_S8	cg20295992	117	2295	0.0509804	92	7505	0.0122585	255	253
V36_S8	cg20449590	174	643	0.270607	24	1456	0.0164835	59	59
V36_S8	cg20690085	554	616	0.899351	46	3304	0.0139225	96	96
V36_S8	cg20872937	250	4634	0.0539491	126	12164	0.0103584	371	371
V36_S8	cg20980783	164	4042	0.040574	130	9840	0.0132114	310	310
V36_S8	cg21038156	247	3924	0.062946	157	9090	0.0172717	301	301
V36_S8	cg21039708	64	555	0.115315	37	1835	0.0201635	56	56
V36_S8	cg21185289	476	5507	0.0864354	218	14508	0.0150262	460	460
V36_S8	cg21277995	274	6804	0.0402704	191	11597	0.0164698	446	446
V36_S8	cg21790626	9	236	0.0381356	12	659	0.0182094	20	20
V36_S8	cg21898844	657	718	0.915042	48	3636	0.0132013	107	107
V36_S8	cg21929943	32	697	0.045911	16	2226	0.00718778	63	63
V36_S8	cg22231056	4	242	0.0165289	5	657	0.00761035	22	22
V36_S8	cg22399133	18	301	0.0598007	14	951	0.0147213	28	28
V36_S8	cg22868282	67	2009	0.0333499	53	4769	0.0111134	183	183
V36_S8	cg23026864	59	883	0.0668177	17	1781	0.0095452	53	53
V36_S8	cg23164203	3	506	0.00592885	39	2042	0.0190989	56	56
V36_S8	cg23871697	856	910	0.940659	82	3405	0.0240822	81	81
V36_S8	cg23912454	5	324	0.0154321	18	857	0.0210035	28	28
V36_S8	cg23960736	68	98	0.693878	43	2162	0.019889	74	69
V36_S8	cg24221648	26	620	0.0419355	13	1103	0.011786	34	34
V36_S8	cg24292235	14	893	0.0156775	32	2510	0.012749	77	77
V36_S8	cg24416513	88	788	0.111675	30	815	0.0368098	32	32
V36_S8	cg24507921	6	186	0.0322581	25	1335	0.0187266	35	35
V36_S8	cg24632241	7	169	0.0414201	0	428	0	14	14
V36_S8	cg24761507	1179	16053	0.0734442	618	49893	0.0123865	1650	1650
V36_S8	cg24831879	643	683	0.941435	37	3264	0.0113358	80	80
V36_S8	cg25200152	13	377	0.0344828	14	1215	0.0115226	40	40
V36_S8	cg25875213	15	995	0.0150754	38	2796	0.0135908	100	100
V36_S8	cg25884711	149	2739	0.0543994	92	8728	0.0105408	263	263
V36_S8	cg26121782	33	622	0.0530547	15	1134	0.0132275	38	38
V36_S8	cg26682580	187	3743	0.0499599	110	8392	0.0131077	264	264
V36_S8	cg27200446	2199	5153	0.426742	248	13376	0.0185407	420	420
V36_S8	cg27393010	65	672	0.0967262	26	1793	0.0145008	60	60
V36_S8	cg27577527	0	305	0	13	1187	0.010952	34	34
V37_S8	cg00002719	5	319	0.015674	19	1144	0.0166084	36	36
V37_S8	cg00469207	75	881	0.0851305	17	2808	0.00605413	82	82
V37_S8	cg00582524	13	449	0.0289532	18	1520	0.0118421	41	41
V37_S8	cg00995986	35	220	0.159091	19	1393	0.0136396	44	40
V37_S8	cg01163404	584	654	0.892966	58	3194	0.018159	94	93
V37_S8	cg01419831	308	1774	0.173619	63	5130	0.0122807	158	158
V37_S8	cg01452847	22	597	0.0368509	11	1330	0.00827068	40	40
V37_S8	cg01576677	42	1031	0.0407371	25	2202	0.0113533	69	69
V37_S8	cg02467990	9	294	0.0306122	9	675	0.0133333	21	21
V37_S8	cg02511231	475	8257	0.0575269	225	19529	0.0115213	633	633
V37_S8	cg02571204	723	772	0.936528	45	2887	0.0155871	97	96
V37_S8	cg02699898	1181	1322	0.893343	122	5252	0.0232292	133	133
V37_S8	cg02919936	420	4645	0.0904198	157	12873	0.0121961	379	379
V37_S8	cg03011535	319	3567	0.0894309	70	9622	0.00727499	273	273
V37_S8	cg03217795	12	1039	0.0115496	16	2337	0.00684638	71	71
V37_S8	cg03257575	90	528	0.170455	15	1674	0.00896057	51	51
V37_S8	cg03401096	149	1887	0.0789613	31	4854	0.00638649	165	165
V37_S8	cg03502002	3	182	0.0164835	0	328	0	11	11
V37_S8	cg03563667	12	484	0.0247934	11	1060	0.0103774	29	29
V37_S8	cg03735888	110	681	0.161527	16	2163	0.00739713	66	66
V37_S8	cg04123776	16	547	0.0292505	12	1833	0.00654664	57	57
V37_S8	cg04261408	9	323	0.0278638	2	752	0.00265957	24	24
V37_S8	cg04281464	250	1016	0.246063	20	3374	0.00592768	94	94
V37_S8	cg04869380	396	425	0.931765	20	3451	0.00579542	86	85
V37_S8	cg04904331	38	1567	0.0242502	37	3810	0.00971129	113	113
V37_S8	cg05057720	27	665	0.0406015	15	1414	0.0106082	42	42
V37_S8	cg05166490	275	3633	0.075695	86	8022	0.0107205	246	246
V37_S8	cg05302386	99	2520	0.0392857	95	8432	0.0112666	242	242
V37_S8	cg05374412	66	1538	0.0429129	46	4908	0.00937245	138	138
V37_S8	cg05377226	46	1086	0.0423573	22	2424	0.00907591	82	82
V37_S8	cg05917460	84	2095	0.0400955	93	6971	0.013341	203	202
V37_S8	cg06013113	848	912	0.929825	73	3539	0.0206273	93	93
V37_S8	cg06382344	142	1862	0.0762621	39	3042	0.0128205	103	103
V37_S8	cg06463958	307	6046	0.0507774	156	16645	0.00937218	504	504
V37_S8	cg06530490	57	997	0.0571715	33	2503	0.0131842	81	81
V37_S8	cg06590173	20	87	0.229885	11	968	0.0113636	32	26
V37_S8	cg06825142	2547	6650	0.383008	196	19951	0.00982407	592	592
V37_S8	cg06962944	65	716	0.0907821	9	1801	0.00499722	55	55
V37_S8	cg07790615	200	3568	0.0560538	43	7101	0.00605549	240	240
V37_S8	cg07915921	26	319	0.0815047	9	762	0.011811	23	23
V37_S8	cg08382226	101	2102	0.0480495	49	6446	0.00760161	211	211
V37_S8	cg08548396	554	1472	0.376359	53	3676	0.0144178	122	122
V37_S8	cg08566455	67	407	0.164619	7	771	0.00907912	20	20
V37_S8	cg08862890	10	611	0.0163666	9	1504	0.00598404	47	47
V37_S8	cg08934785	18	303	0.0594059	12	1498	0.00801068	47	47
V37_S8	cg09250933	78	655	0.119084	17	2775	0.00612613	74	74
V37_S8	cg09493505	66	2502	0.0263789	62	5850	0.0105983	178	178
V37_S8	cg10143067	92	1166	0.0789022	39	3835	0.0101695	133	133
V37_S8	cg10249375	56	1037	0.0540019	36	3763	0.00956683	112	112
V37_S8	cg10512745	815	11557	0.07052	420	34732	0.0120926	1216	1216
V37_S8	cg11014373	51	957	0.0532915	53	3243	0.0163429	108	108
V37_S8	cg11017065	10	1018	0.00982318	24	2743	0.00874954	88	88
V37_S8	cg11314310	1454	1612	0.901985	68	5205	0.0130644	166	166
V37_S8	cg11561737	172	2367	0.0726658	82	5480	0.0149635	193	193
V37_S8	cg11601252	1124	13022	0.0863155	380	34492	0.011017	1090	1090
V37_S8	cg11660826	15	659	0.0227618	23	1815	0.0126722	65	65
V37_S8	cg11942956	3	233	0.0128755	5	518	0.00965251	13	13
V37_S8	cg11957331	262	1702	0.153937	45	4019	0.0111968	141	141
V37_S8	cg12042659	39	343	0.113703	8	1194	0.00670017	35	35
V37_S8	cg12074025	26	440	0.0590909	11	1428	0.00770308	43	43
V37_S8	cg12483476	476	3110	0.153055	75	6494	0.0115491	194	194
V37_S8	cg12528056	2048	2219	0.922938	53	5460	0.00970696	156	156
V37_S8	cg12928379	264	711	0.371308	20	2108	0.00948767	65	65
V37_S8	cg12974388	750	11033	0.0679779	337	34242	0.00984171	1063	1060
V37_S8	cg13314145	346	4001	0.0864784	66	7934	0.00831863	233	233
V37_S8	cg13592399	33	2022	0.0163205	57	7166	0.00795423	202	202
V37_S8	cg13840308	1161	1231	0.943136	66	4669	0.0141358	147	147
V37_S8	cg13912117	319	4992	0.0639022	113	13081	0.00863848	387	387
V37_S8	cg13939859	25	331	0.0755287	4	591	0.00676819	23	23
V37_S8	cg13958426	0	16	0	2	62	0.0322581	3	3
V37_S8	cg14038391	44	1026	0.042885	29	2676	0.0108371	77	76
V37_S8	cg14050824	1076	1248	0.862179	57	4505	0.0126526	121	121
V37_S8	cg14123923	27	409	0.0660147	11	815	0.0134969	28	28
V37_S8	cg14168530	191	3653	0.0522858	60	9075	0.00661157	296	296
V37_S8	cg14186641	138	3815	0.036173	67	7975	0.00840125	268	268
V37_S8	cg14327531	19	295	0.0644068	14	951	0.0147213	49	49
V37_S8	cg14394692	3094	5108	0.605717	148	14394	0.0102821	414	410
V37_S8	cg14458834	5	251	0.0199203	2	569	0.00351494	14	14
V37_S8	cg14473102	65	832	0.078125	25	1266	0.0197472	40	40
V37_S8	cg14489801	5	61	0.0819672	2	407	0.004914	10	10
V37_S8	cg14712186	120	2460	0.0487805	75	4602	0.0162973	169	169
V37_S8	cg14743594	2526	4980	0.507229	145	9891	0.0146598	307	307
V37_S8	cg14861089	48	743	0.064603	6	1422	0.00421941	43	43
V37_S8	cg15044248	6	390	0.0153846	7	1133	0.00617829	31	31
V37_S8	cg15267232	45	692	0.0650289	8	1453	0.00550585	44	44
V37_S8	cg15467646	292	1239	0.235674	27	3071	0.00879192	97	97
V37_S8	cg15576900	59	1730	0.034104	58	4876	0.011895	141	141
V37_S8	cg15778437	99	1132	0.0874558	27	3305	0.00816944	99	99
V37_S8	cg15836635	118	2320	0.0508621	91	7548	0.0120562	232	232
V37_S8	cg15994026	24	1077	0.0222841	30	2846	0.0105411	83	83
V37_S8	cg16150752	93	673	0.138187	9	1368	0.00657895	47	47
V37_S8	cg16328106	1	168	0.00595238	5	598	0.0083612	20	20
V37_S8	cg16732616	23	459	0.0501089	7	724	0.00966851	24	24
V37_S8	cg16779463	13	1735	0.0074928	32	4800	0.00666667	137	137
V37_S8	cg16926316	556	586	0.948805	41	2477	0.0165523	60	60
V37_S8	cg17031478	34	625	0.0544	10	1478	0.0067659	46	46
V37_S8	cg17712694	242	2255	0.107317	35	3833	0.00913123	123	123
V37_S8	cg17774001	302	339	0.890855	40	2407	0.0166182	77	77
V37_S8	cg17812788	10	278	0.0359712	8	573	0.0139616	18	18
V37_S8	cg17839237	1	133	0.0075188	2	441	0.00453515	16	16
V37_S8	cg17872757	13	818	0.0158924	15	2342	0.00640478	72	72
V37_S8	cg17969084	17	1087	0.0156394	37	3168	0.0116793	107	107
V37_S8	cg18091469	14	79	0.177215	4	383	0.0104439	10	10
V37_S8	cg18206027	15	560	0.0267857	17	1179	0.014419	37	37
V37_S8	cg18621142	462	537	0.860335	18	2302	0.00781929	73	73
V37_S8	cg18751958	821	904	0.908186	69	3161	0.0218285	77	77
V37_S8	cg18816098	15	319	0.0470219	20	910	0.021978	28	28
V37_S8	cg19497031	232	5261	0.0440981	121	10022	0.0120734	354	354
V37_S8	cg19807257	71	436	0.162844	18	1312	0.0137195	41	41
V37_S8	cg19882915	443	481	0.920998	20	2329	0.00858738	59	59
V37_S8	cg20072442	108	2467	0.0437779	67	6993	0.00958101	209	209
V37_S8	cg20079899	47	1797	0.0261547	38	4365	0.00870561	135	135
V37_S8	cg20183619	159	3506	0.0453508	101	10795	0.00935618	314	314
V37_S8	cg20295992	91	2071	0.0439401	55	6567	0.00837521	215	215
V37_S8	cg20449590	40	672	0.0595238	16	1665	0.00960961	59	59
V37_S8	cg20690085	523	576	0.907986	43	2880	0.0149306	81	81
V37_S8	cg20872937	192	3795	0.0505929	88	10411	0.0084526	301	301
V37_S8	cg20980783	119	3348	0.0355436	86	8953	0.00960572	260	260
V37_S8	cg21038156	256	3951	0.0647937	109	8963	0.0121611	294	294
V37_S8	cg21039708	18	471	0.0382166	20	1398	0.0143062	44	44
V37_S8	cg21185289	422	4782	0.0882476	138	12876	0.0107176	409	408
V37_S8	cg21277995	284	6125	0.0463673	149	10825	0.0137644	414	414
V37_S8	cg21790626	6	319	0.0188088	10	854	0.0117096	25	25
V37_S8	cg21898844	591	636	0.929245	47	3440	0.0136628	102	102
V37_S8	cg21929943	35	700	0.05	14	2129	0.00657586	55	55
V37_S8	cg22231056	12	418	0.0287081	11	1400	0.00785714	44	44
V37_S8	cg22399133	14	302	0.0463576	15	1102	0.0136116	26	26
V37_S8	cg22868282	58	1612	0.0359801	43	4152	0.0103565	143	143
V37_S8	cg23026864	52	681	0.0763583	11	1322	0.00832073	42	42
V37_S8	cg23164203	1	387	0.00258398	15	1436	0.0104457	41	41
V37_S8	cg23871697	928	981	0.945973	98	3780	0.0259259	89	89
V37_S8	cg23912454	0	338	0	8	908	0.00881057	29	29
V37_S8	cg23960736	35	48	0.729167	12	1316	0.00911854	43	39
V37_S8	cg24221648	27	621	0.0434783	13	1076	0.0120818	34	34
V37_S8	cg24292235	6	860	0.00697674	22	2181	0.0100871	75	75
V37_S8	cg24416513	20	675	0.0296296	8	703	0.0113798	27	27
V37_S8	cg24507921	7	235	0.0297872	7	1760	0.00397727	44	44
V37_S8	cg24632241	6	112	0.0535714	1	306	0.00326797	9	9
V37_S8	cg24761507	917	14087	0.0650955	452	43656	0.0103537	1402	1401
V37_S8	cg24831879	484	516	0.937984	25	2818	0.00887154	64	64
V37_S8	cg25200152	10	366	0.0273224	12	1179	0.0101781	40	40
V37_S8	cg25875213	6	1005	0.00597015	16	3028	0.00528402	103	103
V37_S8	cg25884711	85	2265	0.0375276	68	7285	0.00933425	213	213
V37_S8	cg26121782	21	473	0.0443975	15	936	0.0160256	27	27
V37_S8	cg26682580	165	3392	0.0486439	82	8672	0.00945572	255	255
V37_S8	cg27200446	1345	3710	0.362534	154	9870	0.0156028	309	309
V37_S8	cg27393010	62	713	0.0869565	21	1908	0.0110063	58	58
V37_S8	cg27577527	4	248	0.016129	11	1007	0.0109235	29	29
V6_S13	cg00002719	14	613	0.0228385	2	2118	0.000944287	67	67
V6_S13	cg00469207	43	971	0.0442842	4	2610	0.00153257	79	79
V6_S13	cg00582524	20	404	0.049505	2	1315	0.00152091	39	39
V6_S13	cg00995986	51	273	0.186813	8	2355	0.00339703	68	59
V6_S13	cg01163404	393	448	0.877232	6	2285	0.00262582	64	64
V6_S13	cg01419831	225	2029	0.110892	14	6432	0.00217662	196	196
V6_S13	cg01452847	25	559	0.0447227	6	1388	0.00432277	38	38
V6_S13	cg01576677	61	1311	0.0465294	10	3211	0.00311429	94	94
V6_S13	cg02467990	13	342	0.0380117	3	808	0.00371287	25	25
V6_S13	cg02511231	600	8816	0.0680581	62	22538	0.00275091	720	720
V6_S13	cg02571204	553	592	0.934122	15	2191	0.00684619	72	71
V6_S13	cg02699898	844	912	0.925439	27	3898	0.00692663	96	96
V6_S13	cg02919936	344	5218	0.0659256	33	14751	0.00223714	426	426
V6_S13	cg03011535	242	3784	0.0639535	23	9890	0.00232558	284	284
V6_S13	cg03217795	7	1192	0.00587248	8	3009	0.00265869	84	84
V6_S13	cg03257575	39	449	0.0868597	2	1457	0.00137268	38	38
V6_S13	cg03401096	64	1897	0.0337375	18	4543	0.00396214	144	144
V6_S13	cg03502002	8	307	0.0260586	1	597	0.00167504	18	18
V6_S13	cg03563667	8	453	0.01766	4	1039	0.00384986	28	28
V6_S13	cg03735888	89	605	0.147107	7	2084	0.00335893	64	64
V6_S13	cg04123776	28	729	0.0384088	8	2305	0.00347072	74	73
V6_S13	cg04261408	3	446	0.00672646	6	1081	0.00555042	31	31
V6_S13	cg04281464	243	1150	0.211304	3	3780	0.000793651	104	104
V6_S13	cg04869380	241	268	0.899254	5	2206	0.00226655	55	53
V6_S13	cg04904331	41	2151	0.0190609	14	4766	0.00293747	148	148
V6_S13	cg05057720	36	918	0.0392157	10	2093	0.00477783	59	59
V6_S13	cg05166490	198	3458	0.0572585	30	7658	0.00391747	243	243
V6_S13	cg05302386	68	2581	0.0263464	21	8136	0.00258112	238	238
V6_S13	cg05374412	73	1995	0.0365915	11	6085	0.00180772	174	174
V6_S13	cg05377226	30	1080	0.0277778	9	2992	0.00300802	91	91
V6_S13	cg05917460	103	2185	0.0471396	6	7720	0.000777202	222	222
V6_S13	cg06013113	679	796	0.853015	15	3569	0.00420286	87	87
V6_S13	cg06382344	188	2603	0.0722244	14	4337	0.00322804	135	135
V6_S13	cg06463958	267	5949	0.0448815	40	16920	0.00236407	505	505
V6_S13	cg06530490	32	1647	0.0194293	7	3898	0.00179579	127	127
V6_S13	cg06590173	34	168	0.202381	7	1611	0.00434513	45	41
V6_S13	cg06825142	1792	6011	0.29812	42	17517	0.00239767	506	505
V6_S13	cg06962944	45	818	0.0550122	4	2209	0.00181077	62	62
V6_S13	cg07790615	116	3463	0.033497	18	6936	0.00259516	232	232
V6_S13	cg07915921	32	437	0.0732265	2	1008	0.00198413	30	30
V6_S13	cg08382226	85	1961	0.0433452	17	6132	0.00277234	192	191
V6_S13	cg08548396	626	1802	0.347392	23	5156	0.00446082	152	152
V6_S13	cg08566455	34	366	0.0928962	2	668	0.00299401	16	16
V6_S13	cg08862890	5	552	0.00905797	1	1553	0.000643915	51	51
V6_S13	cg08934785	4	318	0.0125786	3	1536	0.00195312	45	45
V6_S13	cg09250933	84	888	0.0945946	7	3488	0.00200688	88	88
V6_S13	cg09493505	54	2792	0.019341	21	6297	0.00333492	196	196
V6_S13	cg10143067	101	1719	0.0587551	13	5523	0.00235379	172	172
V6_S13	cg10249375	50	1159	0.0431406	10	3972	0.00251762	115	115
V6_S13	cg10512745	801	10851	0.0738181	97	34189	0.00283717	1143	1143
V6_S13	cg11014373	99	1188	0.0833333	15	3849	0.00389712	119	118
V6_S13	cg11017065	8	1027	0.00778968	5	2937	0.00170242	90	90
V6_S13	cg11314310	665	739	0.899865	6	2361	0.0025413	84	84
V6_S13	cg11561737	217	3318	0.0654008	25	7392	0.00338203	244	244
V6_S13	cg11601252	1014	12308	0.0823854	88	34306	0.00256515	1073	1073
V6_S13	cg11660826	10	777	0.01287	3	2068	0.00145068	61	61
V6_S13	cg11942956	4	527	0.00759013	2	1087	0.00183993	28	28
V6_S13	cg11957331	273	1973	0.138368	13	4756	0.00273339	150	150
V6_S13	cg12042659	71	384	0.184896	0	1219	0	41	41
V6_S13	cg12074025	4	1022	0.00391389	5	3218	0.00155376	90	90
V6_S13	cg12483476	392	3130	0.12524	35	6151	0.00569013	184	184
V6_S13	cg12528056	1431	1631	0.877376	11	3950	0.00278481	109	109
V6_S13	cg12928379	237	1006	0.235586	17	2538	0.00669819	76	76
V6_S13	cg12974388	921	11798	0.0780641	97	37288	0.00260137	1139	1134
V6_S13	cg13314145	287	4359	0.0658408	19	8840	0.00214932	273	273
V6_S13	cg13592399	64	2937	0.0217909	16	9992	0.00160128	294	294
V6_S13	cg13840308	785	881	0.891033	10	3473	0.00287936	104	104
V6_S13	cg13912117	228	5201	0.0438377	36	14172	0.00254022	413	412
V6_S13	cg13939859	4	438	0.00913242	1	937	0.00106724	32	32
V6_S13	cg13958426	3	104	0.0288462	1	369	0.00271003	10	10
V6_S13	cg14038391	52	1233	0.0421736	14	3255	0.00430108	90	90
V6_S13	cg14050824	696	859	0.810244	10	2973	0.00336361	70	70
V6_S13	cg14123923	22	527	0.0417457	4	1047	0.00382044	32	32
V6_S13	cg14168530	232	3398	0.0682755	37	8728	0.00423923	280	280
V6_S13	cg14186641	84	4193	0.0200334	17	9161	0.00185569	304	304
V6_S13	cg14327531	6	259	0.023166	5	813	0.00615006	27	27
V6_S13	cg14394692	1386	2397	0.578223	13	6985	0.00186113	182	182
V6_S13	cg14458834	2	342	0.00584795	0	830	0	18	18
V6_S13	cg14473102	6	581	0.010327	0	858	0	27	27
V6_S13	cg14489801	12	100	0.12	0	602	0	17	17
V6_S13	cg14712186	144	2454	0.0586797	10	4808	0.00207987	168	168
V6_S13	cg14743594	1604	4260	0.376526	38	8501	0.00447006	260	260
V6_S13	cg14861089	24	629	0.0381558	2	1322	0.00151286	38	38
V6_S13	cg15044248	18	314	0.0573248	1	904	0.00110619	24	24
V6_S13	cg15267232	17	637	0.0266876	1	1480	0.000675676	41	41
V6_S13	cg15467646	311	1487	0.209146	22	4140	0.00531401	112	112
V6_S13	cg15576900	46	1730	0.0265896	13	4874	0.00266721	151	151
V6_S13	cg15778437	105	1304	0.0805215	5	3694	0.00135355	110	110
V6_S13	cg15836635	137	2878	0.0476025	25	9408	0.00265731	283	283
V6_S13	cg15994026	30	1310	0.0229008	6	3584	0.00167411	111	111
V6_S13	cg16150752	29	408	0.0710784	1	912	0.00109649	30	30
V6_S13	cg16328106	8	548	0.0145985	3	1684	0.00178147	49	49
V6_S13	cg16732616	14	428	0.0327103	1	707	0.00141443	23	23
V6_S13	cg16779463	21	2083	0.0100816	6	6084	0.000986193	163	163
V6_S13	cg16926316	445	476	0.934874	6	2088	0.00287356	47	47
V6_S13	cg17031478	8	389	0.0205656	3	978	0.00306748	29	29
V6_S13	cg17712694	158	1603	0.0985652	10	3416	0.0029274	99	99
V6_S13	cg17774001	286	336	0.85119	14	2382	0.00587741	71	71
V6_S13	cg17812788	6	277	0.0216606	3	623	0.00481541	17	17
V6_S13	cg17839237	3	184	0.0163043	0	618	0	19	19
V6_S13	cg17872757	7	874	0.00800915	3	2307	0.00130039	78	77
V6_S13	cg17969084	14	1464	0.00956284	10	4516	0.00221435	137	137
V6_S13	cg18091469	8	115	0.0695652	0	492	0	13	13
V6_S13	cg18206027	22	690	0.0318841	13	1568	0.00829082	51	51
V6_S13	cg18621142	554	681	0.81351	13	3240	0.00401235	91	91
V6_S13	cg18751958	614	701	0.875892	14	2626	0.0053313	62	62
V6_S13	cg18816098	8	485	0.0164948	4	1483	0.00269724	43	43
V6_S13	cg19497031	176	5329	0.0330268	32	10399	0.00307722	341	341
V6_S13	cg19807257	72	679	0.106038	3	1987	0.00150981	59	59
V6_S13	cg19882915	691	772	0.895078	21	3686	0.00569723	88	88
V6_S13	cg20072442	130	3212	0.0404732	20	9545	0.00209534	279	279
V6_S13	cg20079899	47	1777	0.0264491	11	4459	0.00246692	144	144
V6_S13	cg20183619	139	3442	0.0403835	24	10935	0.00219479	319	318
V6_S13	cg20295992	122	2182	0.055912	17	6716	0.00253127	224	224
V6_S13	cg20449590	134	550	0.243636	7	1700	0.00411765	44	44
V6_S13	cg20690085	460	539	0.853432	15	2825	0.00530973	75	75
V6_S13	cg20872937	214	4109	0.0520808	32	11170	0.00286482	336	336
V6_S13	cg20980783	120	4475	0.0268156	27	11620	0.00232358	364	364
V6_S13	cg21038156	198	3672	0.0539216	25	9051	0.00276213	293	293
V6_S13	cg21039708	54	680	0.0794118	9	2025	0.00444444	61	61
V6_S13	cg21185289	379	4523	0.0837939	20	12785	0.00156433	376	376
V6_S13	cg21277995	212	6005	0.0353039	37	11426	0.00323823	398	398
V6_S13	cg21790626	5	494	0.0101215	2	1368	0.00146199	38	38
V6_S13	cg21898844	542	624	0.86859	4	3356	0.0011919	91	91
V6_S13	cg21929943	30	739	0.0405954	9	2305	0.00390456	70	70
V6_S13	cg22231056	4	372	0.0107527	0	1300	0	37	37
V6_S13	cg22399133	8	277	0.0288809	6	934	0.00642398	27	27
V6_S13	cg22868282	50	1778	0.0281215	13	4464	0.00291219	159	159
V6_S13	cg23026864	29	488	0.0594262	5	996	0.00502008	29	29
V6_S13	cg23164203	0	629	0	5	2598	0.00192456	73	72
V6_S13	cg23871697	677	796	0.850503	13	3084	0.0042153	69	69
V6_S13	cg23912454	17	652	0.0260736	8	1620	0.00493827	52	52
V6_S13	cg23960736	31	50	0.62	2	1481	0.00135044	48	41
V6_S13	cg24221648	18	608	0.0296053	10	1178	0.00848896	35	35
V6_S13	cg24292235	11	1296	0.00848765	9	3593	0.00250487	111	111
V6_S13	cg24416513	24	808	0.029703	2	1173	0.00170503	37	37
V6_S13	cg24507921	2	205	0.0097561	4	1507	0.00265428	42	42
V6_S13	cg24632241	6	197	0.0304569	2	395	0.00506329	14	14
V6_S13	cg24761507	846	13581	0.0622929	117	46360	0.00252373	1451	1449
V6_S13	cg24831879	619	679	0.911635	7	3562	0.00196519	81	81
V6_S13	cg25200152	4	570	0.00701754	9	2010	0.00447761	62	62
V6_S13	cg25875213	33	1425	0.0231579	9	4251	0.00211715	135	135
V6_S13	cg25884711	110	2509	0.0438422	13	7916	0.00164224	232	232
V6_S13	cg26121782	2	300	0.00666667	0	594	0	19	19
V6_S13	cg26682580	198	3264	0.0606618	17	8374	0.00203009	255	255
