sample	cg00002719	cg00469207	cg00582524	cg00995986	cg01163404	cg01419831	cg01452847	cg01576677	cg02467990	cg02511231	cg02571204	cg02699898	cg02919936	cg03011535	cg03217795	cg03257575	cg03401096	cg03502002	cg03563667	cg03735888	cg04123776	cg04261408	cg04281464	cg04869380	cg04904331	cg05057720	cg05166490	cg05302386	cg05374412	cg05377226	cg05917460	cg06013113	cg06382344	cg06463958	cg06530490	cg06590173	cg06825142	cg06962944	cg07790615	cg07915921	cg08382226	cg08548396	cg08566455	cg08862890	cg08934785	cg09250933	cg09493505	cg10143067	cg10249375	cg10512745	cg11014373	cg11017065	cg11314310	cg11561737	cg11601252	cg11660826	cg11942956	cg11957331	cg12042659	cg12074025	cg12483476	cg12528056	cg12928379	cg12974388	cg13314145	cg13592399	cg13840308	cg13912117	cg13939859	cg13958426	cg14038391	cg14050824	cg14123923	cg14168530	cg14186641	cg14327531	cg14394692	cg14458834	cg14473102	cg14489801	cg14712186	cg14743594	cg14861089	cg15044248	cg15267232	cg15467646	cg15576900	cg15778437	cg15836635	cg15994026	cg16150752	cg16328106	cg16732616	cg16779463	cg16926316	cg17031478	cg17712694	cg17774001	cg17812788	cg17839237	cg17872757	cg17969084	cg18091469	cg18206027	cg18621142	cg18751958	cg18816098	cg19497031	cg19807257	cg19882915	cg20072442	cg20079899	cg20183619	cg20295992	cg20449590	cg20690085	cg20872937	cg20980783	cg21038156	cg21039708	cg21185289	cg21277995	cg21790626	cg21898844	cg21929943	cg22231056	cg22399133	cg22868282	cg23026864	cg23164203	cg23871697	cg23912454	cg23960736	cg24221648	cg24292235	cg24416513	cg24507921	cg24632241	cg24761507	cg24831879	cg25200152	cg25875213	cg25884711	cg26121782	cg26682580	cg27200446	cg27393010	cg27577527
V34_S9	0.0133767	0.0515724	0.0497523	0.110064	0.907133	0.173974	0.0285976	0.0532369	0.0243243	0.0756756	0.964177	0.912393	0.077532	0.0704531	0.0158499	0.122197	0.0675466	0.0279419	0.0273901	0.120532	0.0416503	0.0114628	0.238814	0.9298	0.0239996	0.0505723	0.0516996	0.0287515	0.0471019	0.0219888	0.0501768	0.920461	0.0795577	0.0570258	0.0370544	0.0879766	0.222779	0.0712416	0.0411182	0.105442	0.06065	0.416591	0.110704	0.0177172	0.0376166	0.0789153	0.0241573	0.0616238	0.0468247	0.086243	0.0605179	0.016692	0.932864	0.0669367	0.0846012	0.0205358	0.115871	0.188033	0.122766	0.00887404	0.126892	0.919066	0.222919	0.0823186	0.0819553	0.0256563	0.942511	0.0492118	0.0614238	0.0133382	0.0513152	0.888046	0.0419232	0.0746679	0.0306912	0.0222057	0.53797	0.0240691	0.0450456	0.167959	0.0608759	0.462449	0.0360262	0.00946123	0.0465797	0.228536	0.038623	0.0691406	0.0455949	0.0154092	0.117808	0.00834728	0.0545383	0.00892142	0.925482	0.0261215	0.11986	0.904665	0.0182496	0.0156289	0.0169615	0.0130452	0.148486	0.0242064	0.883604	0.919415	0.0220394	0.0414936	0.123885	0.940663	0.0496192	0.031017	0.0484214	0.0604891	0.15029	0.935946	0.0670606	0.0386143	0.0411134	0.0834128	0.0731219	0.0365433	0.0351758	0.932545	0.0520177	0.0134086	0.0299895	0.0378502	0.0657622	0.00485431	0.935514	0.0153551	0.655315	0.0465143	0.0118041	0.0947079	0.00944817	0.0496894	0.0740077	0.94225	0.0318872	0.0148848	0.0459024	0.0579098	0.0494078	0.317601	0.108256	0.00460379
V36_S1	0.00761899	0.0472904	0.0487348	0.104868	0.896384	0.166291	0.0327023	0.0523406	0.0258949	0.0744201	0.955169	0.907382	0.0711713	0.0811395	0.013736	0.128488	0.0644705	0.0376506	0.0269002	0.123313	0.0377032	0.00949833	0.227556	0.922486	0.0262886	0.0339308	0.0577808	0.0313897	0.0471665	0.0240591	0.0487193	0.917373	0.0844592	0.0518267	0.0384352	0.113125	0.291136	0.080799	0.0418413	0.0896508	0.0591636	0.433489	0.200071	0.0181819	0.044982	0.0876793	0.0258635	0.0553073	0.0483153	0.0862122	0.074213	0.0140892	0.923244	0.0692329	0.0886195	0.0220406	0.0792552	0.196632	0.121032	0.00833241	0.1784	0.912258	0.28994	0.0956645	0.0799598	0.0278242	0.932128	0.0438165	0.0474443	0.00793571	0.0502754	0.88839	0.0347946	0.0728102	0.0294771	0.0184229	0.640558	0.020761	0.0399511	0.13929	0.0475216	0.502922	0.0402054	0.0120014	0.0482279	0.30195	0.033863	0.0650845	0.0519427	0.00758274	0.111995	0.0135748	0.0466781	0.0114337	0.917196	0.0307428	0.114271	0.89286	0.019324	0.0155062	0.0131952	0.0129627	0.146921	0.0255425	0.894202	0.911703	0.0176341	0.0379147	0.123265	0.926223	0.0392324	0.0314321	0.0472525	0.0587964	0.497565	0.924362	0.0626195	0.0398344	0.0421935	0.0787838	0.0712962	0.0363701	0.0912949	0.930083	0.0481871	0.0104074	0.0751954	0.0314671	0.0635107	0.00505157	0.928079	0.00770342	0.72765	0.0413723	0.0118083	0.0773589	0.0169532	0.0391436	0.0714715	0.931884	0.0316247	0.0168812	0.0486483	0.048509	0.0434298	0.363751	0.10806	0.00485246
V36_S10	0.12238	0.0788141	0.0726065	0.298637	0.888202	0.213077	0.0877719	0.0933791	0.0811311	0.118821	0.945986	0.921556	0.139141	0.135278	0.0673731	0.198525	0.0802575	0.0291575	0.0247432	0.159541	0.0792737	0.00786872	0.240842	0.914906	0.0794945	0.148585	0.0582203	0.0310064	0.0503618	0.0384316	0.150771	0.928993	0.157174	0.0684757	0.100064	0.380312	0.456522	0.134146	0.0448697	0.133075	0.121039	0.474815	0.206168	0.184437	0.0996993	0.171568	0.0797724	0.0912956	0.157169	0.134062	0.0841162	0.0219848	0.926827	0.0612578	0.130988	0.171169	0.0952167	0.182026	0.159718	0.0142459	0.148139	0.923059	0.455219	0.113324	0.0782808	0.0730968	0.929514	0.0739931	0.0820129	0.12447	0.0934503	0.875181	0.0505671	0.115756	0.0484935	0.0728982	0.733945	0.05307	0.0499103	0.205535	0.0827139	0.577626	0.0644646	0.0855022	0.209079	0.389407	0.0743318	0.100161	0.0646112	0.0950736	0.10571	0.0138424	0.143911	0.0849791	0.926499	0.0296733	0.104641	0.908341	0.0486769	0.0112473	0.0234595	0.0228239	0.310867	0.0785705	0.849555	0.921697	0.0184899	0.0451613	0.19667	0.929301	0.0703131	0.0831813	0.0562285	0.121102	0.168092	0.884305	0.0728475	0.0695523	0.0789027	0.139912	0.114727	0.0758215	0.241846	0.919878	0.080125	0.0144073	0.182686	0.0338517	0.0573396	0.089465	0.940979	0.00636432	0.675669	0.0904688	0.052321	0.0904951	0.0173291	0.0698152	0.113838	0.924998	0.181506	0.0129946	0.0533117	0.0457897	0.0803233	0.364785	0.21014	0.0886941
V36_S12	0.0103859	0.0479833	0.0516697	0.0369628	0.894757	0.103291	0.0208139	0.0383492	0.0185419	0.0651075	0.959884	0.910037	0.0496956	0.0501276	0.0125295	0.101104	0.0587834	0.0219804	0.0228215	0.0847194	0.0316319	0.00992326	0.224274	0.928964	0.0183715	0.0317567	0.0385549	0.0296562	0.0411136	0.0160508	0.037131	0.918683	0.0529968	0.0567648	0.0230101	0.0597375	0.271033	0.0502335	0.0377872	0.116733	0.0459882	0.315001	0.104102	0.0179788	0.0281486	0.0705864	0.0184345	0.0415142	0.0344789	0.0761785	0.0657782	0.0119605	0.925534	0.0474207	0.0993698	0.0166766	0.0937675	0.156896	0.082919	0.00511989	0.190039	0.915232	0.272214	0.0741707	0.0771308	0.0242739	0.939596	0.0470734	0.0348852	0.00949606	0.0436691	0.889856	0.0275136	0.0554202	0.0233766	0.00931693	0.635759	0.0189334	0.0308979	0.103251	0.0348857	0.532021	0.027697	0.00929592	0.0271241	0.25148	0.0269666	0.0565507	0.049666	0.00627359	0.111941	0.00466868	0.0343091	0.00889045	0.918984	0.0207057	0.110608	0.892331	0.0125215	0.010885	0.0117205	0.00690023	0.0418155	0.0185855	0.882069	0.916482	0.0506706	0.0230415	0.100162	0.935933	0.034025	0.0226336	0.0417173	0.0465816	0.101365	0.925998	0.0601072	0.0253712	0.0295984	0.0684623	0.0633677	0.0337609	0.0468724	0.938799	0.0476891	0.0103049	0.029116	0.0262629	0.0587404	0.00518094	0.936968	0.00814751	0.748492	0.031614	0.0066499	0.0621877	0.00839803	0.0345018	0.0661783	0.945538	0.022386	0.00829725	0.0369804	0.0476542	0.0491244	0.395473	0.084329	0.00506623
V36_S13	0.0226988	0.0619218	0.048171	0.139766	0.894422	0.143971	0.0363429	0.0541199	0.0336167	0.0772904	0.955869	0.900764	0.0726622	0.069055	0.0153453	0.135208	0.0666808	0.042554	0.0512736	0.140167	0.0392942	0.0130034	0.216112	0.924503	0.0326818	0.0382965	0.0479022	0.0390124	0.0549915	0.0254957	0.0424972	0.890567	0.0751813	0.054877	0.0393504	0.130947	0.345767	0.0694483	0.0518284	0.10732	0.0579734	0.378065	0.10992	0.0196736	0.0377018	0.0934482	0.0330853	0.054737	0.0522364	0.0819952	0.05476	0.0151776	0.919692	0.0617145	0.0848245	0.0244238	0.109241	0.180319	0.141125	0.00942393	0.200961	0.921241	0.346778	0.0898785	0.0816908	0.0332009	0.926591	0.0501105	0.0551258	0.0217181	0.0513884	0.879014	0.0409728	0.0683619	0.024891	0.0141905	0.669375	0.0235873	0.0893857	0.123284	0.0561716	0.517173	0.0437027	0.0177231	0.0591964	0.272483	0.0476093	0.0657201	0.0556119	0.0175775	0.0933031	0.0161574	0.0440257	0.0166789	0.924729	0.0297084	0.0934459	0.889792	0.0231245	0.0171987	0.0158507	0.0125848	0.0847899	0.0331881	0.874453	0.914439	0.018672	0.0442881	0.130888	0.93607	0.0509309	0.0280368	0.0515336	0.0571604	0.0869857	0.918047	0.0736452	0.0350262	0.0626746	0.0735475	0.0764813	0.030975	0.0685752	0.919369	0.0644568	0.0115004	0.0457534	0.0453886	0.0615655	0.0053444	0.93604	0.015033	0.746262	0.0446377	0.0146969	0.0711644	0.0134841	0.0524803	0.0752176	0.934972	0.0375718	0.0195952	0.0447938	0.0604931	0.0598894	0.307528	0.110435	0.00513561
V36_S14	0.0075796	0.0435959	0.0475524	0.0824446	0.891505	0.13964	0.0219324	0.0398801	0.0229319	0.0646791	0.948924	0.90747	0.0612314	0.0695062	0.0114397	0.117808	0.0505853	0.0257292	0.0227475	0.134659	0.0323145	0.0103745	0.221591	0.932854	0.0228394	0.034836	0.0397403	0.0295045	0.0404971	0.0178149	0.0409466	0.902764	0.0533264	0.048077	0.0304919	0.0910969	0.318635	0.0697028	0.036142	0.0849463	0.0526381	0.399344	0.084572	0.01429	0.0325562	0.0742061	0.0231901	0.0525064	0.0377948	0.0735242	0.0503888	0.0144101	0.93108	0.0525072	0.0746507	0.0176474	0.0865513	0.152174	0.136849	0.00830586	0.141386	0.916137	0.319655	0.0743739	0.0677647	0.0249306	0.936141	0.0397391	0.0380491	0.00747261	0.0414888	0.891273	0.0309105	0.0590912	0.0257413	0.0162534	0.633609	0.0221984	0.0379921	0.122065	0.0376119	0.502157	0.0272481	0.00835341	0.0377832	0.276857	0.0299797	0.0606753	0.0428068	0.00764373	0.0702273	0.00980838	0.0408524	0.00838479	0.927531	0.0346516	0.0712483	0.900487	0.0163813	0.00888309	0.0142675	0.0098815	0.0729682	0.0226739	0.888517	0.922521	0.0201733	0.030889	0.122213	0.93815	0.0354621	0.0284704	0.040005	0.0523108	0.264998	0.930096	0.0481323	0.0272286	0.0438192	0.0701012	0.0713149	0.0283258	0.0680865	0.93766	0.0431022	0.00736304	0.0380371	0.028039	0.0481336	0.00414236	0.937985	0.0113544	0.74395	0.0270633	0.00856536	0.0796194	0.0122624	0.0347543	0.0660077	0.948172	0.0181438	0.0122679	0.0376218	0.0517983	0.0440111	0.356696	0.0930417	0.00400726
V36_S16	0.00445302	0.0468951	0.0419966	0.0396263	0.915087	0.162128	0.0221966	0.0463387	0.021538	0.0693941	0.971774	0.926394	0.0642321	0.0732369	0.0100066	0.110132	0.0634571	0.02674	0.0227368	0.135093	0.037608	0.00796017	0.244448	0.940768	0.0204767	0.033034	0.0380327	0.0222727	0.0436325	0.0166095	0.0405038	0.926606	0.0577172	0.0492157	0.0271915	0.0551115	0.312087	0.0727714	0.0410326	0.0982513	0.0501342	0.366852	0.0867604	0.0121491	0.0210166	0.0720998	0.0209743	0.0543436	0.0385598	0.0813927	0.0539278	0.0126036	0.865186	0.0550631	0.0760582	0.00763363	0.119522	0.170742	0.131048	0.00468143	0.100177	0.917476	0.310336	0.0770464	0.0650125	0.0180942	0.951648	0.0492691	0.0373006	0.00495591	0.0474611	0.917883	0.0321511	0.0614924	0.0257364	0.00959473	0.658099	0.0196537	0.0364707	0.0940077	0.0379714	0.525875	0.0403703	0.00777707	0.0322302	0.276726	0.0209506	0.063912	0.043197	0.00508258	0.093995	0.0193146	0.036705	0.00751436	0.939422	0.0255007	0.0950869	0.909378	0.0141184	0.00873182	0.0131399	0.00679917	0.0862909	0.0214446	0.917785	0.933635	0.0185653	0.0324407	0.108691	0.948196	0.0363655	0.0256359	0.0431793	0.050402	0.0820944	0.934347	0.0516052	0.0249912	0.0429744	0.0818913	0.0698512	0.0293314	0.042112	0.947794	0.0482692	0.011665	0.0226098	0.030793	0.0501393	0.00276664	0.941471	0.00558514	0.725684	0.0329362	0.00472162	0.0811011	0.00673333	0.0356132	0.0629835	0.953069	0.0114858	0.00859377	0.0701651	0.0498679	0.0439042	0.421017	0.0906178	0.00321765
V36_S2	0.01064	0.0655738	0.0455176	0.101247	0.895341	0.157614	0.0362691	0.0493382	0.0245496	0.0831632	0.952171	0.917208	0.0758723	0.0995874	0.00829018	0.127794	0.0647989	0.0268045	0.0163917	0.144426	0.0400125	0.00866194	0.288564	0.929036	0.0245857	0.0423333	0.0551595	0.0298132	0.0469101	0.0156924	0.0684979	0.92294	0.0765975	0.0578041	0.0385231	0.0743374	0.411141	0.0979781	0.0556927	0.117449	0.0610191	0.409366	0.125875	0.0199783	0.0392184	0.0941212	0.0250606	0.0576268	0.0487952	0.0923734	0.0612942	0.00999872	0.921122	0.0509772	0.0987164	0.0327054	0.0830018	0.210915	0.143877	0.00620523	0.101216	0.925245	0.410319	0.0909363	0.0777685	0.0300979	0.939792	0.0506957	0.0363214	0.0111282	0.0630435	0.884216	0.0283029	0.0697753	0.0214252	0.0107264	0.711969	0.00965147	0.028309	0.137303	0.0373557	0.521938	0.0397904	0.00945169	0.077824	0.227791	0.0383057	0.0731825	0.0507194	0.0040919	0.116069	0.0175447	0.0380999	0.00997434	0.922035	0.0273318	0.114772	0.904703	0.0273547	0.00932929	0.00916355	0.00764445	0.0677729	0.0233842	0.90476	0.915285	0.0183873	0.0272411	0.140684	0.93348	0.0504893	0.0476074	0.0477669	0.0626412	0.0778404	0.927478	0.0457702	0.0325948	0.061882	0.0766447	0.0767791	0.0316439	0.0808403	0.933241	0.0631774	0.00520484	0.0416536	0.036435	0.076133	0.00528282	0.931631	0.00674412	0.739579	0.0455024	0.00853841	0.0446975	0.00760086	0.0510817	0.0821325	0.93557	0.0349885	0.00627364	0.0504728	0.0303723	0.043577	0.377837	0.116983	0.00571587
V36_S3	0.019671	0.0637414	0.0718692	0.153341	0.880505	0.157601	0.0439732	0.0541674	0.0339025	0.0820572	0.951518	0.908733	0.0855038	0.0977897	0.0275715	0.135524	0.0595428	0.036422	0.0216439	0.152915	0.0466251	0.00870697	0.168771	0.921936	0.0343034	0.0576102	0.0607864	0.0347548	0.0442312	0.0414692	0.0536643	0.910259	0.0944959	0.0537536	0.061848	0.159964	0.366122	0.098711	0.048686	0.105097	0.060242	0.435259	0.153289	0.0261698	0.0530853	0.113386	0.0337114	0.0588199	0.0557716	0.0915194	0.0678307	0.022377	0.901845	0.0689177	0.0940646	0.0577138	0.0916376	0.150879	0.154996	0.0126955	0.170487	0.912191	0.366334	0.0963339	0.0801899	0.0297047	0.936937	0.0505861	0.0658036	0.0212642	0.0628663	0.875223	0.0482911	0.0817102	0.0326211	0.0284847	0.677246	0.0221186	0.0478956	0.152911	0.0668709	0.536378	0.0338238	0.015142	0.0706291	0.289265	0.043774	0.087338	0.0704989	0.0234948	0.121341	0.0186247	0.0642051	0.0143721	0.922738	0.0469722	0.120801	0.891359	0.0371772	0.01114	0.0222687	0.0170126	0.176585	0.034329	0.882348	0.92134	0.0192764	0.0468269	0.139946	0.937149	0.0461783	0.0417562	0.0528978	0.0607577	0.2564	0.925537	0.0676753	0.0496061	0.0528525	0.0903177	0.0858502	0.0583695	0.0409748	0.92877	0.065682	0.0136092	0.0784131	0.0381144	0.073965	0.0174265	0.938037	0.0107767	0.722225	0.0368155	0.0220138	0.0939288	0.012277	0.045105	0.0813349	0.924707	0.0655075	0.0146859	0.0505989	0.0466558	0.0542826	0.315185	0.126864	0.0169337
V36_S5	0.0135142	0.0437785	0.0478612	0.12408	0.906019	0.141685	0.0285132	0.0436342	0.0237873	0.0657216	0.960128	0.901063	0.0600303	0.0683611	0.0116415	0.122307	0.0660687	0.0228488	0.0205505	0.102723	0.0346151	0.0116639	0.203895	0.91929	0.0235376	0.0304786	0.0388327	0.0341816	0.0398495	0.017625	0.0416487	0.895642	0.0566189	0.0487592	0.0349951	0.172163	0.318926	0.0682221	0.0398761	0.0980137	0.0514494	0.389348	0.103756	0.0154804	0.0296391	0.088879	0.0238041	0.0542184	0.0417443	0.0757867	0.0500051	0.0127733	0.897314	0.0535614	0.077492	0.0192407	0.10562	0.158435	0.096373	0.00796612	0.125323	0.913797	0.320203	0.078399	0.0666238	0.0219827	0.930149	0.0424281	0.0351636	0.0128739	0.0473011	0.898577	0.0310545	0.0636616	0.022741	0.0154907	0.668237	0.0144485	0.0335282	0.115707	0.0352221	0.510112	0.0284208	0.00906351	0.0652489	0.278523	0.0325844	0.0534266	0.0480741	0.00944384	0.0771256	0.0292979	0.038701	0.00911545	0.915945	0.0418025	0.0785368	0.915365	0.0135476	0.0149795	0.0121232	0.0103252	0.0633047	0.0230543	0.885199	0.887969	0.021718	0.0289568	0.128042	0.930118	0.0357267	0.024255	0.0408435	0.0515337	0.39197	0.920166	0.0455891	0.0268564	0.0518313	0.0778908	0.0707222	0.0282387	0.0354362	0.928593	0.043782	0.00738686	0.0243461	0.0439669	0.0479759	0.00359134	0.933111	0.00879512	0.765647	0.037261	0.00902332	0.0688145	0.00984913	0.0358681	0.066119	0.940504	0.0261081	0.00931499	0.0370979	0.0362377	0.0434906	0.379355	0.0975157	0.00358616
V36_S6	0.00648166	0.0475095	0.0429658	0.168444	0.904707	0.135783	0.0223236	0.0383082	0.0234709	0.0624336	0.964297	0.91503	0.0507169	0.0709004	0.0101843	0.113292	0.0689469	0.0338841	0.0227626	0.12853	0.0286868	0.0145798	0.220964	0.936401	0.0234042	0.0322731	0.0299192	0.0272144	0.0388027	0.0162446	0.0366209	0.901657	0.0452754	0.0452658	0.0340019	0.151532	0.337267	0.0710862	0.0356235	0.0849613	0.052682	0.45295	0.0813205	0.015144	0.0337417	0.0921261	0.0235471	0.0468356	0.0321528	0.0693907	0.0474278	0.0124937	0.929919	0.0488435	0.070334	0.017541	0.0801792	0.14559	0.127414	0.00640683	0.123081	0.907427	0.337034	0.073691	0.0544849	0.0181508	0.945476	0.0361183	0.0310181	0.00684188	0.0436228	0.891164	0.0247133	0.0547622	0.021635	0.0116407	0.698731	0.0167157	0.0297745	0.114351	0.0311637	0.570081	0.0325471	0.0102189	0.0430797	0.294056	0.0280376	0.0477988	0.0496352	0.00866529	0.0509083	0.0379789	0.0284328	0.0103586	0.931868	0.0280655	0.0513196	0.907639	0.0159857	0.00650821	0.0123343	0.00966028	0.15295	0.0224061	0.89237	0.918803	0.0163212	0.0292872	0.11789	0.94317	0.0376038	0.0243753	0.0410968	0.0522271	0.141671	0.934064	0.0524215	0.0204719	0.0447059	0.0687184	0.0647647	0.0225316	0.0155789	0.934868	0.0467964	0.00723993	0.0375248	0.0278338	0.0321694	0.00491742	0.946286	0.00595298	0.734986	0.028858	0.00775637	0.0538433	0.0136831	0.0366409	0.064763	0.947797	0.0369432	0.00938136	0.0402469	0.0469211	0.0407234	0.355436	0.0802421	0.00497196
V36_S7	0.00562414	0.0365154	0.0384546	0.0907983	0.886311	0.123441	0.0196343	0.0342156	0.0221829	0.0598839	0.956599	0.909639	0.0494632	0.06521	0.0101824	0.104055	0.0483888	0.0206648	0.0247712	0.119102	0.0293866	0.0135574	0.172764	0.929581	0.0213142	0.0296968	0.0322661	0.0271996	0.036493	0.0145112	0.0367041	0.91219	0.0439195	0.0437005	0.0257297	0.0685965	0.311588	0.0650525	0.0343835	0.086815	0.0525451	0.370447	0.0637436	0.0156226	0.0369765	0.0592305	0.0221113	0.0451684	0.0292113	0.0673255	0.0471167	0.0131478	0.923305	0.044803	0.0702454	0.00864822	0.0749806	0.139419	0.117438	0.00600413	0.132115	0.91069	0.311227	0.0752185	0.0579396	0.0263976	0.932767	0.0355766	0.0304908	0.00559884	0.0432485	0.881201	0.0260592	0.0542023	0.0217686	0.013466	0.701181	0.0110463	0.0326641	0.118479	0.0307913	0.564911	0.0300216	0.00748792	0.037404	0.272054	0.0222604	0.0479553	0.0387445	0.00489543	0.0508163	0.0441794	0.0297226	0.00751794	0.919754	0.0317046	0.0502465	0.906434	0.0156091	0.0110513	0.0114941	0.00968674	0.0994528	0.0215255	0.879482	0.898882	0.0163934	0.0202384	0.107367	0.933978	0.0354603	0.0235458	0.0350483	0.0534236	0.217831	0.939627	0.0420414	0.0217649	0.0411714	0.07458	0.0608917	0.0231913	0.0266556	0.931335	0.0365784	0.0070036	0.0162466	0.0288665	0.0368095	0.00216931	0.933413	0.00559078	0.763072	0.0293763	0.00494862	0.0584732	0.0100619	0.0349539	0.062909	0.942043	0.0180985	0.00726703	0.0323314	0.0543013	0.0379981	0.35262	0.0812578	0.00244196
V36_S8	0.0128583	0.0556389	0.0465046	0.159344	0.892402	0.167537	0.0333768	0.0562031	0.023985	0.0798814	0.962143	0.915873	0.0835402	0.0832369	0.0194808	0.138218	0.0667388	0.0284215	0.0260364	0.12229	0.0454408	0.0109461	0.259494	0.936062	0.0242213	0.0389322	0.0535966	0.0391434	0.053527	0.0296715	0.0477009	0.92419	0.0761821	0.0543159	0.0482231	0.119815	0.355331	0.0827403	0.0443407	0.106796	0.0653625	0.494836	0.194433	0.0219179	0.0447917	0.120918	0.023977	0.0665463	0.0480163	0.0868619	0.0631317	0.0166474	0.934341	0.0663299	0.095344	0.0291385	0.11178	0.208325	0.12047	0.00622442	0.13465	0.921114	0.353639	0.0830972	0.066972	0.0278984	0.940651	0.0462608	0.0503497	0.0113111	0.054728	0.90741	0.0468369	0.0708314	0.0305522	0.0222178	0.642764	0.0277772	0.0513378	0.152427	0.0512505	0.556867	0.0331431	0.00919087	0.0508345	0.315609	0.0339996	0.0759245	0.0596691	0.00933518	0.108563	0.0171261	0.047801	0.00953197	0.932521	0.0333686	0.107236	0.902233	0.0233421	0.0144573	0.0166639	0.0172855	0.0909948	0.0245467	0.915886	0.928204	0.0249748	0.0532821	0.136964	0.930739	0.0471707	0.0368089	0.0513918	0.0642673	0.278411	0.928061	0.0546149	0.0386893	0.0544502	0.0942178	0.079757	0.0400041	0.0347455	0.934476	0.055149	0.0129905	0.0412112	0.0315902	0.0543549	0.00556944	0.940009	0.00520863	0.748139	0.0498841	0.0149108	0.0856907	0.0130686	0.046741	0.0746951	0.942974	0.0575628	0.0148025	0.049419	0.0615026	0.0476574	0.430196	0.127447	0.00540441
V37_S1	0.00649762	0.0377504	0.044275	0.0679104	0.884765	0.136764	0.0231136	0.0438858	0.0244791	0.0738086	0.956155	0.90195	0.06351	0.0729425	0.0105818	0.128579	0.0707569	0.0268235	0.0256412	0.110772	0.0349328	0.0188042	0.179173	0.924904	0.0249023	0.0327604	0.038416	0.0246093	0.0423503	0.0175475	0.0434683	0.913702	0.0605397	0.050136	0.0355553	0.104034	0.344202	0.0734001	0.0462478	0.0909015	0.0492727	0.41935	0.0892422	0.0170399	0.031739	0.0635064	0.0254018	0.046006	0.0385953	0.0775206	0.0488373	0.00976337	0.916744	0.0461719	0.0786405	0.0204481	0.0916471	0.146927	0.112375	0.00873429	0.117699	0.919459	0.341706	0.083656	0.069182	0.0206536	0.925079	0.0477683	0.0363681	0.00565767	0.0491952	0.876764	0.0332426	0.0594086	0.0181704	0.0117952	0.702789	0.00797011	0.0311475	0.128346	0.0358795	0.520889	0.0348539	0.00723007	0.0297933	0.279114	0.0275178	0.0521087	0.0496431	0.00907514	0.094154	0.00657768	0.0415651	0.00743078	0.912886	0.0288115	0.095177	0.88273	0.016385	0.00749254	0.00949756	0.00994223	0.155359	0.0243025	0.878862	0.910657	0.0258613	0.0285024	0.128595	0.931816	0.0435129	0.0247572	0.0427818	0.0505047	0.0680572	0.908497	0.0464513	0.0304296	0.0386066	0.0907054	0.0703761	0.0298541	0.0656941	0.921091	0.0359156	0.0136469	0.0363975	0.0353084	0.0445928	0.00566633	0.933295	0.00872899	0.691836	0.0315271	0.00849257	0.0563847	0.0131657	0.0428495	0.0651432	0.936468	0.0277931	0.00862816	0.0411621	0.0448462	0.0431431	0.3467	0.0852847	0.00679076
V37_S10	0.00745446	0.0499639	0.0406441	0.109817	0.872721	0.130831	0.0235572	0.0355608	0.0219786	0.0641643	0.944959	0.897945	0.0603632	0.0888492	0.0132096	0.0802829	0.049336	0.0261031	0.0243913	0.0998623	0.0572825	0.00885695	0.190064	0.903629	0.0218701	0.0323033	0.0486176	0.0282652	0.0406786	0.0263899	0.0431313	0.892683	0.0674506	0.0439528	0.0403908	0.117915	0.268661	0.0875293	0.0545481	0.0829787	0.052303	0.335333	0.129159	0.0186008	0.0337075	0.0719737	0.0216851	0.0617769	0.0381564	0.0725761	0.0628718	0.0171355	0.835819	0.0559114	0.0819999	0.0277426	0.131732	0.10727	0.100049	0.00714909	0.190008	0.887665	0.269018	0.0823543	0.0701827	0.0211245	0.92019	0.0444387	0.0389702	0.00751467	0.047229	0.878205	0.0393029	0.0553948	0.0252111	0.0134955	0.659347	0.0167906	0.0394495	0.0972704	0.0392652	0.523279	0.0269901	0.00951168	0.0457777	0.234864	0.0321138	0.0610508	0.0503551	0.0144213	0.136031	0.00936506	0.0454215	0.00949578	0.895718	0.0305117	0.134433	0.884504	0.0177123	0.00812758	0.0177444	0.016594	0.0673385	0.0216925	0.850965	0.884708	0.0170443	0.0501101	0.0835352	0.922306	0.0326231	0.026608	0.0463466	0.0520378	0.0763267	0.899702	0.0530299	0.0325193	0.0555558	0.0676245	0.0769112	0.0405016	0.0267321	0.91973	0.0501935	0.00889328	0.0254899	0.0260834	0.0764403	0.00654674	0.895315	0.00581429	0.760089	0.0289904	0.0109546	0.0686039	0.0110587	0.0326412	0.0698627	0.914349	0.0310044	0.00961781	0.0462086	0.0493354	0.0421585	0.295574	0.0924899	0.00687495
