sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
VZ_S7	cg18621142	465	541	0.859519	57	2486	0.0229284	76	76
VZ_S7	cg18751958	1164	1278	0.910798	83	4637	0.0178995	114	114
VZ_S7	cg18816098	10	383	0.0261097	20	1287	0.01554	36	36
VZ_S7	cg19497031	265	6131	0.043223	373	11601	0.0321524	414	414
VZ_S7	cg19807257	164	1035	0.158454	59	3563	0.0165591	99	99
VZ_S7	cg19882915	624	673	0.927192	75	2978	0.0251847	77	77
VZ_S7	cg20072442	191	3378	0.0565423	320	9356	0.0342027	288	288
VZ_S7	cg20079899	110	2347	0.0468683	124	6012	0.0206254	190	190
VZ_S7	cg20183619	233	4962	0.0469569	387	16203	0.0238845	464	462
VZ_S7	cg20295992	257	2909	0.0883465	281	9447	0.0297449	287	287
VZ_S7	cg20449590	360	967	0.372285	165	2314	0.0713051	83	83
VZ_S7	cg20690085	644	706	0.912181	82	3592	0.0228285	99	98
VZ_S7	cg20872937	361	5270	0.0685009	385	14380	0.0267733	430	430
VZ_S7	cg20980783	236	4305	0.05482	374	10804	0.0346168	337	337
VZ_S7	cg21038156	247	4720	0.0523305	204	11168	0.0182665	353	353
VZ_S7	cg21039708	33	302	0.109272	33	982	0.0336049	28	28
VZ_S7	cg21185289	512	6514	0.0785999	258	18373	0.0140423	580	579
VZ_S7	cg21277995	421	7288	0.0577662	513	13928	0.0368323	468	468
VZ_S7	cg21790626	17	322	0.052795	2	940	0.00212766	31	31
VZ_S7	cg21898844	574	608	0.944079	121	3603	0.0335831	101	101
VZ_S7	cg21929943	33	946	0.0348837	30	2334	0.0128535	68	68
VZ_S7	cg22231056	17	449	0.0378619	66	1513	0.0436219	49	49
VZ_S7	cg22399133	21	344	0.0610465	65	1154	0.0563258	34	34
VZ_S7	cg22868282	136	2513	0.0541186	157	6551	0.0239658	226	226
VZ_S7	cg23026864	110	737	0.149254	188	1571	0.119669	45	45
VZ_S7	cg23164203	5	447	0.0111857	15	1717	0.00873617	50	50
VZ_S7	cg23871697	967	1026	0.942495	129	4116	0.0313411	91	91
VZ_S7	cg23912454	48	452	0.106195	84	1206	0.0696517	39	39
VZ_S7	cg23960736	62	85	0.729412	14	2233	0.00626959	68	62
VZ_S7	cg24221648	29	673	0.0430906	71	1381	0.051412	41	41
VZ_S7	cg24292235	49	1209	0.0405294	105	3455	0.0303907	105	105
VZ_S7	cg24416513	46	930	0.0494624	32	913	0.0350493	37	37
VZ_S7	cg24507921	9	299	0.0301003	49	2132	0.0229831	56	56
VZ_S7	cg24632241	9	180	0.05	3	508	0.00590551	16	16
VZ_S7	cg24761507	1432	17452	0.0820536	1738	58840	0.0295377	1824	1822
VZ_S7	cg24831879	638	704	0.90625	98	3541	0.0276758	81	81
VZ_S7	cg25200152	20	476	0.0420168	44	1792	0.0245536	54	54
VZ_S7	cg25875213	43	1089	0.0394858	101	3201	0.0315526	107	107
VZ_S7	cg25884711	156	3168	0.0492424	312	10649	0.0292985	308	307
VZ_S7	cg26121782	17	540	0.0314815	11	1119	0.00983021	35	35
VZ_S7	cg26682580	255	4840	0.052686	372	12191	0.0305143	350	349
VZ_S7	cg27200446	1987	5759	0.345025	649	16372	0.0396409	489	489
VZ_S7	cg27393010	85	768	0.110677	88	2248	0.0391459	69	69
VZ_S7	cg27577527	2	297	0.00673401	6	1186	0.00505902	35	35
VZ_S8	cg00002719	0	248	0	5	897	0.00557414	28	28
VZ_S8	cg00469207	55	1003	0.0548355	33	3180	0.0103774	95	95
VZ_S8	cg00582524	22	404	0.0544554	16	1474	0.0108548	39	39
VZ_S8	cg00995986	22	221	0.0995475	9	1471	0.00611829	44	40
VZ_S8	cg01163404	465	512	0.908203	12	2663	0.0045062	73	73
VZ_S8	cg01419831	308	1740	0.177011	296	5538	0.0534489	165	165
VZ_S8	cg01452847	19	486	0.0390947	13	1098	0.0118397	36	36
VZ_S8	cg01576677	89	994	0.0895372	117	2453	0.0476967	71	71
VZ_S8	cg02467990	31	1007	0.0307845	43	2667	0.016123	85	85
VZ_S8	cg02511231	639	6296	0.101493	724	16338	0.0443139	519	519
VZ_S8	cg02571204	503	525	0.958095	48	2168	0.0221402	67	67
VZ_S8	cg02699898	700	776	0.902062	127	3111	0.0408229	77	77
VZ_S8	cg02919936	508	4501	0.112864	672	12778	0.0525904	372	372
VZ_S8	cg03011535	115	1461	0.0787132	69	3536	0.0195136	109	109
VZ_S8	cg03217795	27	852	0.0316901	73	1746	0.0418099	67	67
VZ_S8	cg03257575	105	777	0.135135	50	2464	0.0202922	72	72
VZ_S8	cg03401096	69	1375	0.0501818	70	3374	0.0207469	111	111
VZ_S8	cg03502002	5	172	0.0290698	9	361	0.0249307	11	11
VZ_S8	cg03563667	32	265	0.120755	64	582	0.109966	17	17
VZ_S8	cg03735888	75	398	0.188442	91	1174	0.0775128	41	41
VZ_S8	cg04123776	29	539	0.0538033	21	1824	0.0115132	54	54
VZ_S8	cg04261408	1	258	0.00387597	1	619	0.00161551	20	20
VZ_S8	cg04281464	210	833	0.252101	150	2437	0.0615511	79	79
VZ_S8	cg04869380	266	294	0.904762	50	2329	0.0214684	56	54
VZ_S8	cg04904331	1	126	0.00793651	0	323	0	10	10
VZ_S8	cg05057720	17	420	0.0404762	10	984	0.0101626	27	27
VZ_S8	cg05166490	215	2606	0.0825019	210	6358	0.0330293	206	206
VZ_S8	cg05302386	78	1765	0.0441926	121	5871	0.0206098	183	183
VZ_S8	cg05374412	75	1378	0.0544267	104	4039	0.0257489	121	121
VZ_S8	cg05377226	50	872	0.0573394	136	2177	0.0624713	71	71
VZ_S8	cg05917460	118	2163	0.0545539	118	7457	0.0158241	214	214
VZ_S8	cg06013113	471	512	0.919922	72	2430	0.0296296	58	58
VZ_S8	cg06382344	167	1468	0.11376	131	2311	0.0566854	78	78
VZ_S8	cg06463958	423	4934	0.0857317	445	14564	0.0305548	436	436
VZ_S8	cg06530490	66	1191	0.0554156	73	2816	0.0259233	91	91
VZ_S8	cg06590173	5	75	0.0666667	66	920	0.0717391	25	20
VZ_S8	cg06825142	670	2286	0.293088	121	6938	0.0174402	210	210
VZ_S8	cg06962944	118	1683	0.0701129	117	4508	0.0259539	135	135
VZ_S8	cg07790615	102	2597	0.0392761	56	5375	0.0104186	186	186
VZ_S8	cg07915921	57	566	0.100707	17	1414	0.0120226	40	40
VZ_S8	cg08382226	40	734	0.0544959	69	2223	0.0310391	76	76
VZ_S8	cg08548396	648	1241	0.52216	170	3567	0.0476591	111	111
VZ_S8	cg08566455	20	246	0.0813008	14	465	0.0301075	14	14
VZ_S8	cg08862890	10	466	0.0214592	23	1591	0.0144563	44	44
VZ_S8	cg08934785	12	260	0.0461538	53	1368	0.0387427	42	42
VZ_S8	cg09250933	43	344	0.125	56	1532	0.0365535	44	44
VZ_S8	cg09493505	200	2850	0.0701754	355	6755	0.0525537	213	213
VZ_S8	cg10143067	94	977	0.0962129	110	3060	0.0359477	103	103
VZ_S8	cg10249375	79	1069	0.0739008	118	3811	0.030963	118	118
VZ_S8	cg10512745	981	9935	0.0987418	971	31579	0.0307483	1036	1035
VZ_S8	cg11014373	66	917	0.0719738	59	2788	0.0211621	97	96
VZ_S8	cg11017065	3	366	0.00819672	6	957	0.00626959	34	34
VZ_S8	cg11314310	773	858	0.900932	22	2777	0.00792222	90	90
VZ_S8	cg11561737	122	1571	0.0776575	96	4105	0.0233861	136	136
VZ_S8	cg11601252	1018	10243	0.0993849	857	28698	0.0298627	910	908
VZ_S8	cg11660826	7	518	0.0135135	13	1567	0.00829611	48	48
VZ_S8	cg11942956	14	354	0.039548	34	742	0.0458221	21	21
VZ_S8	cg11957331	286	1859	0.153846	106	4692	0.0225916	139	139
VZ_S8	cg12042659	58	425	0.136471	64	1468	0.0435967	46	46
VZ_S8	cg12074025	5	455	0.010989	12	1719	0.0069808	49	49
VZ_S8	cg12483476	326	2147	0.15184	85	5041	0.0168617	146	146
VZ_S8	cg12528056	1167	1265	0.92253	27	3077	0.00877478	83	83
VZ_S8	cg12928379	1224	3715	0.329475	244	10633	0.0229474	319	317
VZ_S8	cg12974388	932	10001	0.0931907	845	33052	0.0255658	1008	1007
VZ_S8	cg13314145	356	3613	0.0985331	325	7484	0.043426	233	233
VZ_S8	cg13592399	79	1958	0.0403473	159	6769	0.0234894	202	201
VZ_S8	cg13840308	723	782	0.924552	34	2823	0.0120439	86	86
VZ_S8	cg13912117	345	4503	0.0766156	474	12699	0.0373258	380	380
VZ_S8	cg13939859	78	763	0.102228	30	1588	0.0188917	56	56
VZ_S8	cg13958426	0	149	0	4	580	0.00689655	17	17
VZ_S8	cg14038391	70	874	0.0800915	124	2500	0.0496	65	65
VZ_S8	cg14050824	701	845	0.829586	44	3054	0.0144073	84	84
VZ_S8	cg14123923	98	1758	0.0557452	106	3213	0.032991	118	118
VZ_S8	cg14168530	329	2860	0.115035	418	7877	0.0530659	241	241
VZ_S8	cg14186641	132	3302	0.0399758	217	7246	0.0299476	240	240
VZ_S8	cg14327531	15	231	0.0649351	48	780	0.0615385	24	24
VZ_S8	cg14394692	1371	2797	0.490168	285	7817	0.036459	219	217
VZ_S8	cg14458834	1	240	0.00416667	7	579	0.0120898	13	13
VZ_S8	cg14473102	20	535	0.0373832	20	872	0.0229358	25	25
VZ_S8	cg14489801	5	67	0.0746269	4	396	0.010101	11	11
VZ_S8	cg14712186	138	1358	0.10162	194	2459	0.0788939	85	85
VZ_S8	cg14743594	1376	3034	0.453527	163	6112	0.0266688	188	188
VZ_S8	cg14861089	24	614	0.0390879	32	1211	0.0264244	36	36
VZ_S8	cg15044248	0	77	0	1	251	0.00398406	9	9
VZ_S8	cg15267232	21	457	0.0459519	18	1062	0.0169492	32	32
VZ_S8	cg15467646	278	1151	0.241529	125	2956	0.0422869	91	91
VZ_S8	cg15576900	101	1343	0.0752048	207	4034	0.0513138	128	128
VZ_S8	cg15778437	111	884	0.125566	188	2745	0.0684882	79	79
VZ_S8	cg15836635	138	1591	0.0867379	136	5423	0.0250784	165	165
VZ_S8	cg15994026	16	821	0.0194884	54	2476	0.0218094	75	75
VZ_S8	cg16150752	181	1293	0.139985	72	2509	0.0286967	83	83
VZ_S8	cg16328106	12	318	0.0377358	6	940	0.00638298	33	33
VZ_S8	cg16732616	11	128	0.0859375	24	219	0.109589	7	7
VZ_S8	cg16779463	38	1663	0.0228503	108	5054	0.0213692	145	145
VZ_S8	cg16926316	419	480	0.872917	90	1965	0.0458015	46	46
VZ_S8	cg17031478	3	359	0.00835655	1	857	0.00116686	28	28
VZ_S8	cg17712694	161	823	0.195626	150	1661	0.090307	51	51
VZ_S8	cg17774001	230	256	0.898438	21	1834	0.0114504	54	52
VZ_S8	cg17812788	47	278	0.169065	109	669	0.16293	19	19
VZ_S8	cg17839237	1	172	0.00581395	2	595	0.00336134	19	19
VZ_S8	cg17872757	25	1349	0.0185322	39	3427	0.0113802	118	118
VZ_S8	cg17969084	41	1154	0.0355286	96	3333	0.0288029	107	107
VZ_S8	cg18091469	4	42	0.0952381	9	218	0.0412844	6	6
VZ_S8	cg18206027	2	103	0.0194175	1	404	0.00247525	11	11
VZ_S8	cg18621142	307	364	0.843407	9	1678	0.00536353	49	49
VZ_S8	cg18751958	581	667	0.871064	50	2406	0.0207814	60	60
VZ_S8	cg18816098	5	264	0.0189394	10	806	0.0124069	26	26
VZ_S8	cg19497031	88	2281	0.0385796	79	4600	0.0171739	162	162
VZ_S8	cg19807257	24	130	0.184615	3	509	0.00589391	13	13
VZ_S8	cg19882915	475	525	0.904762	52	2444	0.0212766	61	61
VZ_S8	cg20072442	59	1004	0.0587649	162	2833	0.0571832	90	90
VZ_S8	cg20079899	44	1173	0.0375107	76	2968	0.0256065	102	102
VZ_S8	cg20183619	175	3065	0.0570962	231	9658	0.023918	285	285
VZ_S8	cg20295992	172	2797	0.0614945	222	9195	0.0241436	305	304
VZ_S8	cg20449590	108	497	0.217304	59	1368	0.0431287	43	43
VZ_S8	cg20690085	402	453	0.887417	34	2572	0.0132193	72	72
VZ_S8	cg20872937	244	3315	0.0736048	267	8796	0.0303547	262	262
VZ_S8	cg20980783	231	2867	0.080572	362	7499	0.0482731	231	231
VZ_S8	cg21038156	219	3010	0.0727575	299	7262	0.0411732	236	236
VZ_S8	cg21039708	30	331	0.0906344	6	1164	0.00515464	31	31
VZ_S8	cg21185289	424	4071	0.104151	239	11772	0.0203024	370	368
VZ_S8	cg21277995	307	4264	0.0719981	465	8634	0.0538568	284	284
VZ_S8	cg21790626	46	338	0.136095	92	973	0.0945529	31	31
VZ_S8	cg21898844	378	409	0.924205	45	2257	0.019938	62	62
VZ_S8	cg21929943	0	42	0	0	123	0	4	4
VZ_S8	cg22231056	1	238	0.00420168	4	907	0.00441014	24	24
VZ_S8	cg22399133	19	204	0.0931373	45	608	0.0740132	18	18
VZ_S8	cg22868282	93	1273	0.0730558	102	3466	0.0294287	112	112
VZ_S8	cg23026864	35	464	0.075431	53	907	0.0584344	29	29
VZ_S8	cg23164203	0	247	0	5	939	0.00532481	30	30
VZ_S8	cg23871697	608	647	0.939722	62	2523	0.0245739	57	57
VZ_S8	cg23912454	0	239	0	1	748	0.0013369	20	20
VZ_S8	cg23960736	49	60	0.816667	54	1795	0.0300836	52	51
VZ_S8	cg24221648	23	483	0.047619	17	966	0.0175983	32	32
VZ_S8	cg24292235	23	1054	0.0218216	62	3029	0.0204688	94	94
VZ_S8	cg24416513	44	413	0.106538	10	474	0.021097	17	17
VZ_S8	cg24507921	1	149	0.00671141	4	1017	0.00393314	29	29
VZ_S8	cg24632241	51	943	0.0540827	22	2751	0.00799709	83	83
VZ_S8	cg24761507	924	10814	0.0854448	953	37276	0.025566	1194	1192
VZ_S8	cg24831879	357	387	0.922481	27	2043	0.0132159	48	48
VZ_S8	cg25200152	15	353	0.0424929	12	1282	0.00936037	39	39
VZ_S8	cg25875213	31	825	0.0375758	66	2331	0.028314	84	84
VZ_S8	cg25884711	134	2223	0.0602789	278	7404	0.0375473	215	215
VZ_S8	cg26121782	7	299	0.0234114	3	591	0.00507614	20	20
VZ_S8	cg26682580	214	2680	0.0798507	261	7401	0.0352655	216	216
VZ_S8	cg27200446	953	3139	0.3036	507	9564	0.0530113	275	275
VZ_S8	cg27393010	51	497	0.102616	7	1437	0.00487126	45	45
VZ_S8	cg27577527	4	321	0.0124611	51	1324	0.0385196	41	41
V12_S14	cg00002719	5	505	0.00990099	53	1835	0.0288828	53	53
V12_S14	cg00469207	50	1013	0.0493583	86	2957	0.0290835	80	80
V12_S14	cg00582524	42	699	0.0600858	88	2353	0.0373991	64	64
V12_S14	cg00995986	29	210	0.138095	136	1562	0.0870679	42	38
V12_S14	cg01163404	393	440	0.893182	103	2265	0.0454746	59	59
V12_S14	cg01419831	357	2225	0.160449	419	6864	0.0610431	204	204
V12_S14	cg01452847	59	797	0.0740276	98	1952	0.0502049	51	51
V12_S14	cg01576677	113	1357	0.0832719	169	3256	0.0519042	92	92
V12_S14	cg02467990	16	390	0.0410256	35	799	0.0438048	26	26
V12_S14	cg02511231	819	9490	0.0863014	1224	24647	0.0496612	708	708
V12_S14	cg02571204	307	351	0.874644	112	1510	0.0741722	45	45
V12_S14	cg02699898	842	950	0.886316	263	3915	0.0671775	94	94
V12_S14	cg02919936	439	5774	0.0760305	800	16070	0.0497822	450	450
V12_S14	cg03011535	312	3566	0.087493	435	9032	0.0481621	255	255
V12_S14	cg03217795	84	1023	0.0821114	199	2319	0.0858129	74	74
V12_S14	cg03257575	73	498	0.146586	56	1456	0.0384615	42	42
V12_S14	cg03401096	160	2205	0.0725624	216	5536	0.0390173	167	167
V12_S14	cg03502002	11	239	0.0460251	5	449	0.0111359	14	14
V12_S14	cg03563667	42	699	0.0600858	91	1621	0.0561382	39	39
V12_S14	cg03735888	104	730	0.142466	91	2522	0.0360825	68	68
V12_S14	cg04123776	47	896	0.0524554	115	2777	0.0414116	79	79
V12_S14	cg04261408	17	417	0.0407674	41	1018	0.040275	32	32
V12_S14	cg04281464	201	1287	0.156177	134	4282	0.0312938	115	115
V12_S14	cg04869380	266	316	0.841772	200	2677	0.0747105	56	56
V12_S14	cg04904331	98	2509	0.0390594	276	5796	0.047619	169	169
V12_S14	cg05057720	70	900	0.0777778	162	2071	0.0782231	54	54
V12_S14	cg05166490	233	3739	0.0623161	325	8087	0.040188	240	240
V12_S14	cg05302386	127	2607	0.048715	336	8289	0.0405356	230	230
V12_S14	cg05374412	107	1897	0.0564048	278	5680	0.0489437	152	152
V12_S14	cg05377226	36	1296	0.0277778	115	3182	0.0361408	96	96
V12_S14	cg05917460	150	2951	0.0508302	350	10024	0.0349162	274	274
V12_S14	cg06013113	457	504	0.906746	105	2427	0.0432633	57	57
V12_S14	cg06382344	231	2868	0.0805439	291	4769	0.0610191	139	139
V12_S14	cg06463958	416	6683	0.0622475	682	19375	0.0352	547	547
V12_S14	cg06530490	86	1808	0.0475664	228	4321	0.0527656	125	125
V12_S14	cg06590173	3	127	0.023622	45	1291	0.0348567	37	31
V12_S14	cg06825142	1487	6314	0.235508	729	18118	0.0402362	500	499
V12_S14	cg06962944	62	706	0.0878187	60	1794	0.0334448	51	51
V12_S14	cg07790615	246	3993	0.0616078	381	8229	0.0462997	259	259
V12_S14	cg07915921	56	565	0.099115	99	1427	0.0693763	38	38
V12_S14	cg08382226	156	2339	0.0666952	301	7844	0.0383733	229	229
V12_S14	cg08548396	654	1565	0.417891	215	4195	0.0512515	125	125
V12_S14	cg08566455	56	324	0.17284	34	612	0.0555556	14	14
V12_S14	cg08862890	29	828	0.0350242	83	2190	0.0378995	65	65
V12_S14	cg08934785	12	406	0.0295567	48	2000	0.024	57	57
V12_S14	cg09250933	32	444	0.0720721	41	1840	0.0222826	48	48
V12_S14	cg09493505	152	3260	0.0466258	381	7588	0.0502109	210	210
V12_S14	cg10143067	105	1473	0.0712831	146	4926	0.0296387	145	145
V12_S14	cg10249375	109	1550	0.0703226	229	5180	0.0442085	142	142
V12_S14	cg10512745	1192	13640	0.08739	1995	42082	0.0474074	1289	1288
V12_S14	cg11014373	100	1311	0.0762777	197	3989	0.0493858	122	122
V12_S14	cg11017065	41	1245	0.0329317	224	3575	0.0626573	106	106
V12_S14	cg11314310	522	554	0.942238	69	1860	0.0370968	59	59
V12_S14	cg11561737	139	2805	0.0495544	290	6875	0.0421818	208	208
V12_S14	cg11601252	1371	14958	0.0916566	1963	40875	0.0480245	1179	1178
V12_S14	cg11660826	20	673	0.0297177	75	1639	0.0457596	55	55
V12_S14	cg11942956	25	409	0.0611247	34	737	0.046133	22	22
V12_S14	cg11957331	318	2354	0.135089	275	5741	0.0479011	173	173
V12_S14	cg12042659	60	252	0.238095	23	822	0.0279805	25	25
V12_S14	cg12074025	46	826	0.0556901	156	2572	0.0606532	73	73
V12_S14	cg12483476	480	3367	0.14256	416	6827	0.0609345	187	187
V12_S14	cg12528056	1069	1233	0.866991	150	2944	0.0509511	72	72
V12_S14	cg12928379	258	1209	0.2134	96	2836	0.0338505	78	78
V12_S14	cg12974388	1258	13960	0.0901146	1841	43008	0.042806	1225	1224
V12_S14	cg13314145	332	5379	0.0617215	476	10729	0.0443657	308	308
V12_S14	cg13592399	150	3024	0.0496032	475	10606	0.044786	290	290
V12_S14	cg13840308	629	688	0.914244	100	2570	0.0389105	76	76
V12_S14	cg13912117	378	6048	0.0625	847	16530	0.0512402	467	467
V12_S14	cg13939859	28	626	0.0447284	38	1231	0.0308692	39	39
V12_S14	cg13958426	4	107	0.0373832	12	358	0.0335196	10	10
V12_S14	cg14038391	63	1347	0.0467706	109	3604	0.0302442	90	90
V12_S14	cg14050824	531	714	0.743697	138	2534	0.0544594	64	64
V12_S14	cg14123923	51	804	0.0634328	66	1411	0.0467753	43	43
V12_S14	cg14168530	318	4394	0.0723714	644	11110	0.0579658	329	329
V12_S14	cg14186641	240	4881	0.0491703	419	9494	0.0441331	305	304
V12_S14	cg14327531	12	309	0.038835	27	1143	0.023622	36	36
V12_S14	cg14394692	1953	4216	0.463235	599	10806	0.0554322	291	289
V12_S14	cg14458834	4	153	0.0261438	9	325	0.0276923	9	9
V12_S14	cg14473102	25	505	0.049505	38	730	0.0520548	24	24
V12_S14	cg14489801	1	40	0.025	13	273	0.047619	8	8
V12_S14	cg14712186	248	3130	0.0792332	270	5925	0.0455696	195	195
V12_S14	cg14743594	1481	3745	0.395461	261	7966	0.0327642	224	224
V12_S14	cg14861089	98	903	0.108527	160	1750	0.0914286	48	48
V12_S14	cg15044248	14	358	0.0391061	39	1080	0.0361111	30	30
V12_S14	cg15267232	13	766	0.0169713	54	1719	0.0314136	48	48
V12_S14	cg15467646	376	1507	0.249502	254	3995	0.0635795	113	113
V12_S14	cg15576900	85	1604	0.0529925	180	4298	0.0418799	131	131
V12_S14	cg15778437	107	1491	0.0717639	154	3997	0.0385289	118	118
V12_S14	cg15836635	149	2582	0.0577072	347	9345	0.0371322	254	254
V12_S14	cg15994026	27	1600	0.016875	200	4593	0.0435445	128	128
V12_S14	cg16150752	74	849	0.0871614	58	1701	0.0340976	47	47
V12_S14	cg16328106	19	312	0.0608974	14	890	0.0157303	26	26
V12_S14	cg16732616	71	702	0.10114	107	1211	0.0883567	36	36
V12_S14	cg16779463	120	2333	0.0514359	409	6997	0.0584536	182	182
V12_S14	cg16926316	454	511	0.888454	71	2300	0.0308696	49	49
V12_S14	cg17031478	16	549	0.0291439	35	1348	0.0259644	35	35
V12_S14	cg17712694	267	2482	0.107575	292	4877	0.0598729	140	140
V12_S14	cg17774001	273	311	0.877814	48	2213	0.02169	60	60
V12_S14	cg17812788	13	327	0.0397554	38	684	0.0555556	21	21
V12_S14	cg17839237	5	224	0.0223214	25	725	0.0344828	24	24
V12_S14	cg17872757	30	1109	0.0270514	98	2974	0.0329523	92	92
V12_S14	cg17969084	52	1517	0.0342782	271	4855	0.0558187	133	133
V12_S14	cg18091469	2	151	0.013245	12	615	0.0195122	17	17
V12_S14	cg18206027	56	868	0.0645161	113	1889	0.05982	52	52
V12_S14	cg18621142	453	514	0.881323	73	2569	0.0284157	67	67
V12_S14	cg18751958	618	681	0.907489	236	2339	0.100898	57	57
V12_S14	cg18816098	41	694	0.0590778	117	1941	0.0602782	55	55
V12_S14	cg19497031	380	6076	0.0625411	657	11614	0.0565697	352	352
V12_S14	cg19807257	78	694	0.112392	116	2107	0.0550546	57	57
V12_S14	cg19882915	576	637	0.904239	107	3086	0.0346727	68	68
V12_S14	cg20072442	182	3332	0.0546218	427	9388	0.0454836	269	269
V12_S14	cg20079899	122	1589	0.0767778	225	4096	0.0549316	122	122
V12_S14	cg20183619	247	4150	0.0595181	620	13098	0.0473355	358	358
V12_S14	cg20295992	179	2498	0.0716573	284	7671	0.0370226	242	242
V12_S14	cg20449590	45	470	0.0957447	40	1207	0.03314	42	42
V12_S14	cg20690085	454	497	0.913481	116	2719	0.0426627	74	74
V12_S14	cg20872937	409	5022	0.0814417	782	13691	0.0571178	387	387
V12_S14	cg20980783	364	5213	0.0698254	701	13060	0.0536753	376	376
V12_S14	cg21038156	179	3939	0.045443	323	9154	0.0352851	281	281
V12_S14	cg21039708	44	659	0.0667678	112	2073	0.054028	54	54
V12_S14	cg21185289	593	6531	0.0907977	787	18164	0.0433275	507	507
V12_S14	cg21277995	404	6656	0.0606971	858	12938	0.0663163	392	392
V12_S14	cg21790626	34	535	0.0635514	49	1504	0.0325798	42	42
V12_S14	cg21898844	329	357	0.921569	56	2155	0.0259861	57	57
V12_S14	cg21929943	39	778	0.0501285	56	2400	0.0233333	61	61
V12_S14	cg22231056	8	455	0.0175824	46	1606	0.0286426	42	42
V12_S14	cg22399133	41	492	0.0833333	71	1865	0.0380697	43	43
V12_S14	cg22868282	94	2235	0.0420582	299	6309	0.0473926	184	184
V12_S14	cg23026864	86	967	0.0889349	164	1998	0.0820821	56	56
V12_S14	cg23164203	9	617	0.0145867	94	2415	0.0389234	66	66
V12_S14	cg23871697	574	637	0.901099	180	2497	0.0720865	54	54
V12_S14	cg23912454	35	436	0.0802752	72	1051	0.0685062	32	32
V12_S14	cg23960736	46	66	0.69697	56	1873	0.0298986	51	49
V12_S14	cg24221648	42	682	0.0615836	56	1252	0.0447284	37	37
V12_S14	cg24292235	45	1428	0.0315126	151	4085	0.0369645	119	119
V12_S14	cg24416513	65	603	0.107794	47	676	0.0695266	24	24
V12_S14	cg24507921	2	203	0.00985222	61	1584	0.0385101	37	37
V12_S14	cg24632241	13	168	0.077381	16	428	0.0373832	13	13
V12_S14	cg24761507	1209	15049	0.0803376	2361	51608	0.0457487	1501	1497
V12_S14	cg24831879	537	566	0.948763	233	2879	0.0809309	67	67
V12_S14	cg25200152	8	440	0.0181818	41	1528	0.0268325	49	49
V12_S14	cg25875213	58	1319	0.0439727	198	3966	0.0499244	119	119
V12_S14	cg25884711	157	2627	0.059764	279	8768	0.0318203	241	241
V12_S14	cg26121782	44	430	0.102326	83	813	0.102091	25	25
V12_S14	cg26682580	244	4259	0.0572904	528	10732	0.0491987	301	301
V12_S14	cg27200446	1382	4692	0.294544	805	13802	0.0583249	387	387
V12_S14	cg27393010	40	543	0.0736648	43	1796	0.0239421	44	44
V12_S14	cg27577527	1	309	0.00323625	32	1293	0.0247486	34	34
V12_S3	cg00002719	1	204	0.00490196	13	760	0.0171053	25	25
V12_S3	cg00469207	83	1453	0.0571232	32	4422	0.00723654	123	123
V12_S3	cg00582524	39	567	0.0687831	77	1879	0.0409792	50	50
V12_S3	cg00995986	5	176	0.0284091	9	1365	0.00659341	38	34
V12_S3	cg01163404	374	428	0.873832	41	2147	0.0190964	59	59
V12_S3	cg01419831	311	1937	0.160558	197	6077	0.0324173	174	174
V12_S3	cg01452847	30	416	0.0721154	50	928	0.0538793	29	29
V12_S3	cg01576677	36	1102	0.0326679	54	2662	0.0202855	74	74
V12_S3	cg02467990	40	1351	0.0296077	44	3116	0.0141207	94	94
V12_S3	cg02511231	445	7755	0.0573823	434	19657	0.0220786	590	590
V12_S3	cg02571204	336	365	0.920548	73	1672	0.0436603	52	52
V12_S3	cg02699898	492	601	0.818636	111	2462	0.0450853	60	60
V12_S3	cg02919936	233	4408	0.0528584	317	12444	0.0254741	350	350
V12_S3	cg03011535	82	1548	0.0529716	26	3844	0.00676379	111	111
V12_S3	cg03217795	14	703	0.0199147	46	1690	0.0272189	49	49
V12_S3	cg03257575	71	699	0.101574	21	2165	0.00969977	60	60
V12_S3	cg03401096	109	1626	0.0670357	95	4110	0.0231144	129	129
V12_S3	cg03502002	12	252	0.047619	17	547	0.0310786	17	17
V12_S3	cg03563667	11	391	0.028133	19	909	0.0209021	24	24
V12_S3	cg03735888	76	526	0.144487	53	1819	0.0291369	52	52
V12_S3	cg04123776	11	433	0.0254042	4	1344	0.00297619	39	39
V12_S3	cg04261408	31	415	0.0746988	84	997	0.0842528	31	31
V12_S3	cg04281464	207	824	0.251214	31	2626	0.011805	72	72
V12_S3	cg04869380	200	224	0.892857	93	2071	0.0449058	45	45
V12_S3	cg04904331	5	103	0.0485437	19	298	0.0637584	8	8
V12_S3	cg05057720	32	635	0.0503937	54	1419	0.038055	40	40
V12_S3	cg05166490	134	2842	0.0471499	167	6344	0.0263241	195	195
V12_S3	cg05302386	116	1956	0.0593047	283	6467	0.0437606	180	180
V12_S3	cg05374412	116	1748	0.0663616	214	5598	0.0382279	145	145
V12_S3	cg05377226	23	903	0.0254707	51	2276	0.0224077	71	71
V12_S3	cg05917460	98	2366	0.0414201	113	7895	0.0143129	219	219
V12_S3	cg06013113	486	581	0.836489	75	2550	0.0294118	65	65
V12_S3	cg06382344	81	1930	0.0419689	56	3215	0.0174184	105	105
